Argument ID,Conclusion,Premise,Score
F10260,باید به کارهایی که می‌کنیم فکر کنیم,بپرهيز از خشم كسي كه نجات ندهد تو را مگر فرمانبرداريش و نابودت نكند مگر نافرمانيش و تو را فرا نگيرد جز رحمت او و به او پناه بر و بر او توكل كن,1
F10261,آخرت را باید بر دنیا ترجیح داد.,پاداش اخرت به فراموشي سپارد سختي دنيا را,1
F10262,آخرت را باید بر دنیا ترجیح داد.,از بيخبري باز گرديد و از خواب غفلت بيدار شويد و براي جا به جا شدن اماده شويد و براي رفتن توشه برگيريد,1
F10263,آخرت را باید بر دنیا ترجیح داد.,جامه عمل صالح تو را پاينده ميدارد و كهنه نشود و تو را باقي دارد و فاني نشود,1
F10264,باید به کارهایی که می‌کنیم فکر کنیم,مداومت كنيد بر غنيمت بردن عملي كه پاداشش از ميان نرود,1
F10265,باید به کارهایی که می‌کنیم فکر کنیم,مداومت كنيد بر اعمالي كه سبب رهايي شما از دوزخ و رستگاري به بهشت گردد,1
F10266,آخرت را باید بر دنیا ترجیح داد.,توشه بر گير از انچه براي تو ميماند ولي تو براي ان نخواهي ماند براي انچه از ان جدا نخواهي شد و ان نيز از تو جدا نگردد,1
F10267,باید از لحظات زندگی به نحو احسن استفاده کنیم,برگيريد از بدنهاتان و بخشش كنيد انها را به جانهاي خود و تلاش كنيد در ازاد كردن گردنهاي خود پيش از انكه گروهاي ان بسته شود,1
F10268,باید از لحظات زندگی به نحو احسن استفاده کنیم,مهلتهاي روزگار را برگيريد و از ان استفاده كنيد و سر حدات اسلام را نگهباني كنيد و بر رسيدن ناگهاني مرگ سبقت جوييد,1
F10269,آخرت را باید بر دنیا ترجیح داد.,بر شخص عاقل لازم و حق است كه براي معاد خود كار كند و توشه بسيار برگيرد,1
F10270,باید از لحظات زندگی به نحو احسن استفاده کنیم,خدا رحمت كند انكه مهلت را غنيمت شمرده و مبادرت به عمل جسته و از ترس براي تلاش و كار دامن به كمر زده است,1
F10271,آخرت را باید بر دنیا ترجیح داد.,خدا رحمت كند كسي را كه بر اجل پيشي گيرد و ارزو را دروغگو داند و عمل خود را خالص گرداند,1
F10272,آخرت را باید بر دنیا ترجیح داد.,خدا رحمت كند كسي را كه توشه برگيرد از زندگي براي مرگ و از فنا براي بقا و از لذت رفتني براي نعمت ماندني و ابدي,1
F10273,باید به کارهایی که می‌کنیم فکر کنیم,پروردگارتان شما را خواند ولي شما رميده و پشت كرديد اما شيطان شما را خواند او را اجابت كرده و به سويش روي اورديد,1
F10274,باید از لحظات زندگی به نحو احسن استفاده کنیم,سبقت گيريد بر اجل و نيكو گردانيد عمل را تا در سبقت به كار خير نيكبخت شويد,1
F10275,باید از لحظات زندگی به نحو احسن استفاده کنیم,خوشا به حال كسي كه تلاش ميكند در ازادي خويش پيش از تنگي نفسها و سختي سرگردانيها در هنگام مرگ,1
F10276,آخرت را باید بر دنیا ترجیح داد.,خداي سبحان شما را به سراي ماندني و قرارگاه ابدي و نعمت و همسايگي پيامبران و نيكبختان خواند اما شما نافرماني كرده و روي گردانديد ولي دنيا شما را به قرارگاه بدبختي و جايگاه فاني و انواع بلا و گرفتاري دعوت كرد و شما اطاعتش كرده و پيشي گرفته و به سويش شتافتيد,1
F10277,باید از لحظات زندگی به نحو احسن استفاده کنیم,واگذار اندك را براي بسيار و اين جهان تنگ را براي اخرت وسيع و پهناور,1
F10278,باید از لحظات زندگی به نحو احسن استفاده کنیم,بشتابيد به سوي طاعتهاي پروردگار و پيشي گيريد به انجام كارهاي شايسته و اگر در اين باره كوتاهي كنيد سخت بپرهيزيد از اين كه در انجام واجبات كوتاهي كنيد,1
F10279,باید به کارهایی که می‌کنیم فکر کنیم,به دنيا سرگرم شده كسي كه بهشت و دوزخ را در پيش رو دارد,1
F10280,آخرت را باید بر دنیا ترجیح داد.,ارزومند كنيد جانهاي خود را به سوي نعمت بهشت تا مرگ را دوست بداريد و زندگي را دشمن داريد,1
F10281,آخرت را باید بر دنیا ترجیح داد.,خوشا به حال كسي كه به ياد معاد و رستاخيز افتاده و توشه خود را براي ان روز بسيار كرده است,1
F10282,آخرت را باید بر دنیا ترجیح داد.,خوشا به حال كسي كه بر اجل خويش پيشي گرفته و مهلتها را غنيمت شمرده و از عمل توشه برگرفته است,1
F10283,باید از لحظات زندگی به نحو احسن استفاده کنیم,خوشا به حال كسي كه از عقاب الهي بترسد و براي حساب و باز پرسي كار كند و با پاكدامني همراه شود و به كفاف زندگي قناعت كند و از خداي سبحان راضي باشد,1
F10284,آخرت را باید بر دنیا ترجیح داد.,بر تو باد كه به خوبي براي اخرت اماده شده و توشه بسيار برگيري,1
F10285,باید از لحظات زندگی به نحو احسن استفاده کنیم,در شگفتم از بيخبري خردمندان از اين كه براي روز رستاخيز طلب نيكو كنند و خود را اماده نمايند,1
F10286,باید از لحظات زندگی به نحو احسن استفاده کنیم,در شگفتم از كسي كه پروردگار خود را شناخته چگونه براي سراي ماندني كوشش نميكند,1
F10287,آخرت را باید بر دنیا ترجیح داد.,در شگفتم از كسي كه ميداند از دنيا نقل مكان ميكند چگونه براي اخرت خويش توشه نيكو بر نگيرد,1
F10288,آخرت را باید بر دنیا ترجیح داد.,رسيدن به رستگاري در اين است كه براي سراي ماندني اخرت كار كنند,1
F10289,آخرت را باید بر دنیا ترجیح داد.,چه كسي مغبون‏تر و فريب خورده‏تر است از انكه سراي باقي را به خانه فاني فروخته است,1
F10290,باید به کارهایی که می‌کنیم فکر کنیم,كسي كه علاقه‏ مند باشد بدانچه در پيشگاه خدا است سجده و ركوعش بسيار باشد,1
F10291,آخرت را باید بر دنیا ترجیح داد.,بايد ديده‏بان جمعيت به افراد خود راست گويد و عقل خود را حاضر كند و بايد از فرزندان اخرت باشد زيرا از انجا امده و بدانجا باز خواهد گشت,1
F10292,باید به کارهایی که می‌کنیم فکر کنیم,اي انسان چه چيز تو را به هلاكت نفس خويش علاقه‏مند كرده ايا درد تو را بهبود نخواهد بود ايا خواب تو را بيداري نيست ايا همان گونه كه بر ديگران رحم ميكني بر خويشتن رحم نميكني,1
F10293,باید به کارهایی که می‌کنیم فکر کنیم,چه چيز تو را اين گونه بر درد خويش شكيبا كرده اي گرفتار بلا و چه دلير كرده بر مصيبتهايت و تسلي داده تو را از گريه بر خويش,1
F10294,باید به کارهایی که می‌کنیم فکر کنیم,ان كسي كه در سراي جاويدان به ارمان خويش رسيده و مورد غبطه و ارزوي ديگران است همانند ان مغبوني نيست كه در اثر انتخاب بد و بدبختي خود نعمتهاي ابدي را از دست داده است,1
F10295,آخرت را باید بر دنیا ترجیح داد.,در دنیا با بزرگی‌اش مصیبتی بزرگ‌تر از احتیاجات در فردای قیامت نیست.,1
F10296,باید به کارهایی که می‌کنیم فکر کنیم,خود را نگه دار از آتشي كه آتشگيره‏اش مردم و سنگها هستند با پيشي جستن به سوي فرمانبرداري خدا و دوري گزيدن‏ از نافرمانيهايش و طلب خوشنودي او,1
F10297,آخرت را باید بر دنیا ترجیح داد.,رغبت نكن در انچه فاني شود و از دنياي فاني براي جهان پايدار توشه برگير,1
F10298,آخرت را باید بر دنیا ترجیح داد.,رغبت نكن در هر چه فاني ميشود و از بين ميرود كه همين براي زيان ادمي كافي است,1
F10299,آخرت را باید بر دنیا ترجیح داد.,كسي كه رفعت مقام دنيا و اخرت را خواهد بايد بلندي و رفعت دنيا را دشمن دارد,1
F10300,باید به کارهایی که می‌کنیم فکر کنیم,از مردماني باشيد كه بر سرشان فرياد كشيده و بيدار شده ‏اند,1
F10301,باید از لحظات زندگی به نحو احسن استفاده کنیم,مهلتي تا تاريكيها بر طرف گردد گويا هودجها رسيد نزديك است كه شتابنده بپيوندد,1
F10302,آخرت را باید بر دنیا ترجیح داد.,به راستي كه قيامت پرده از چهره برگرفته و نشانه ان براي ان كس كه فراست دارد اشكار گرديده,1
F10303,آخرت را باید بر دنیا ترجیح داد.,اي مردم تا به كي پند داده ميشويد ولي پند نميگيريد چه بسا پند دهندگاني شما را پند داده و بيم دهندگاني كه بيمتان داده و باز دارندگاني كه بازتان داشته و عالماني كه به شما ابلاغ كرده‏اند و به راه رستگاري پيامبران و رسولان شما را راهنمايي كرده و حجتها را بر شما اقامه كرده و راه را بر شما اشكار ساخته‏اند پس بياييد و به عمل مبادرت كرده و فرصتها را مغتنم شماريد كه به راستي امروز روز عمل است و حسابي در كار نيست ولي فردا روز حساب است و عملي در كار نيست و به زودي ميدانند انها كه ستم كرده‏اند كه به چه جاي بازگشتي بازگشت ميكنند,1
F10304,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,ازار كردن خشم به بار ارد,1
F10305,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,مومن كسي است كه ازار مردم را تحمل كند ولي هيچ كس از او ازاري نبيند,1
F10306,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,برترين شرافتها خودداري از ازار ديگران و بذل احسان به انهاست,1
F10307,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,شيوه انسانهاي بد ازار كردن رفيقان است,1
F10308,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,شيوه افراد پست و نادان بي تجربه ازار كريمان و ازادگان است,1
F10309,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,كسي كه از ازار ديگران خودداري كند هيچ كس با او دشمني نكند,1
F10310,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,از نشانه ‏هاي خير و خوبي خود داري كردن از ازار ديگران است,1
F10311,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,جلوگيري كردن تو از ازار ديگران دلهاي دشمنانت را براي تو اصلاح و شايسته كند و در نتيجه دشمنيها تبديل به دوستي گردد,1
F10312,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب برترين حسب انسان است,1
F10313,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادبها جامه‏هايي تازه و نو است,1
F10314,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب بهترين خوي و خصلت است,1
F10315,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب هر كس صورتي و نمودي از عقل او است,1
F10316,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب كمال مرد است,1
F10317,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب يكي از دو حسب انسان است يعني ادب در برابر ساير حسبها به حساب ايد,1
F10318,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب در انسان همچون درختي است كه ريشه‏اش عقل و خرد است,1
F10319,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,برترين عقلها ادب است,1
F10320,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,شريف‏ترين حسبها ادب نيكو است,1
F10321,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,برترين شرفها ادب است,1
F10322,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,به راستي كه نياز خردمندان به ادب همانند نياز كشت و زراعت است به باران,1
F10323,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,به راستي كه مردمان به ادب شايسته نيازمندترند از نياز به طلا و نقره,1
F10324,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,بهترين ادبها ان است كه از خويش اغاز كني,1
F10325,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,گراميترين حسبها ادب نيكو است,1
F10326,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,بهترين ادبها ان است كه انسان حد و اندازه خود را بداند و در همان حد بماند و از اندازه خود تجاوز نكند,1
F10327,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,به راستي كه شما به كسب و به دست اوردن ادب از به دست اوردن طلا و نقره نيازمندتريد,1
F10328,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,شرافت ادمي به عقل و ادب است نه به مال و حسب,1
F10329,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,زيركيها به وسيله ادب تيز شود,1
F10330,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,بد نسب و نسبتي است بدي ادب,1
F10331,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب كردن نفس خود را خود به عهده گيريد و از شيفتگي و كشش عادتها ي ناپسند ان را باز گردانيد و باز داريد,1
F10332,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ميوه ادب نيكويي خلق است,1
F10333,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,سه خصلت است كه بر انها چيزي فزوني نيابد ادب نيكو دوري گزيدن از تهمت خودداري از انجام محرمات الهي,1
F10334,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب نيكو برترين نسبها و شريف‏ترين وسيله‏ هاست,1
F10335,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب نيكو زشتي نسب را بپوشاند,1
F10336,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب نيكو بهترين كمك كار و برترين همراه است,1
F10337,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,بهترين چيزي كه پدران به پسران ارث ميدهند ادب است,1
F10338,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,حسب و افتخار داشتن ادب شريف‏تر از حسب و افتخار كردن به نسب و پدران گذشته است,1
F10339,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,عقل خود را با ادب بيفروز همان گونه كه اتش با هيزم افروخته گردد,1
F10340,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,وسيله تزكيه و پاكسازي اخلاق ادب نيكو است,1
F10341,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,صلاح عقل ادب است,1
F10342,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,جوينده ادب دور انديش‏تر از جوينده طلا است,1
F10343,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,طلب كردن ادب زيبايي حسب است,1
F10344,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,بر تو باد به ادب كه ان زيور حسب است,1
F10345,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب اندك بهتر است از نسب بسيار,1
F10346,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,هر چيزي نيازمند عقل است و عقل نياز به ادب دارد,1
F10347,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه ادبش كم شد بديهايش بسيار است,1
F10348,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه حسبش او را بر زمين نشاند و سبب كمال و فضيلت او نگردد ادبش او را برخيزاند و به جايگاه عالي رساند,1
F10349,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه بي ادبي اش او را پس اندازد و جايگاهي در مردم نداشته باشد حسب سنگينش نميتواند او را مقدم بر ديگران دارد,1
F10350,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه پستي ادبش او را بر زمين اندازد شرافت حسبش او را بلند نگرداند,1
F10351,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه شيدا و شيفته ادب باشد بديهايش اندك شود,1
F10352,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه ادبش بد باشد حسب او پست گردد,1
F10353,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,کسی که اخلاقش را بر عقلش بیفزاید، مانند شبان در میان گوسفندان بسیار است,1
F10354,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه بدون داشتن ادب در جستجوي خدمت پادشاه باشد خود را از ارامش و سلامت به رنج و سختي در افكنده است,1
F10355,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه برترين خصلتهايش ادب او نباشد اسان‏ترين حالات او رنج و هلاكت است,1
F10356,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه شيفته ادب گردد خود را اراسته است,1
F10357,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,براي عقل ادب همدم خوبي است,1
F10358,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,ادب نيكو نسب خوبي است,1
F10359,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,هيچ زيوري مانند ادب نيست,1
F10360,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,شخص بد زبان ادب ندارد,1
F10361,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,كسي كه ادب ندارد عقل ندارد,1
F10362,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,به اقايي نرسد كسي كه از ادب تهي است و به سوي بازي ميل كند,1
F10363,ایثار یک ارزش عالی انسانی است.,ايثار برگزيدن ديگران بر خود فضيلت و برتري است,1
F10364,ایثار یک ارزش عالی انسانی است.,ايثار شريف‏ترين نيكوكاري است,1
F10365,ایثار یک ارزش عالی انسانی است.,ايثار خوي نيكان است,1
F10366,ایثار یک ارزش عالی انسانی است.,ايثار نهايت نيكوكاري است,1
F10367,ایثار یک ارزش عالی انسانی است.,ايثار والاترين نيكوكاري است,1
F10368,ایثار یک ارزش عالی انسانی است.,ايثار والاترين صفات انساني است,1
F10369,ایثار یک ارزش عالی انسانی است.,ايثار برترين عبادت و بزرگترين اقايي است,1
F10370,ایثار یک ارزش عالی انسانی است.,ايثار برترين مرتبه‏ هاي بزرگواري و بالاترين خلق و خوي انساني است,1
F10371,ایثار یک ارزش عالی انسانی است.,ايثار بهترين نيكوكاريها و والاترين مرتبه‏هاي ايمان است,1
F10372,ایثار یک ارزش عالی انسانی است.,ايثار شيوه نيكان و خلق و خوي برگزيدگان است,1
F10373,ایثار یک ارزش عالی انسانی است.,سخت بپرهيز از اين كه انچه را مردم در ان يكسان بهره دارند براي خود برگزيني و اين كه خود را از انچه براي هر بيننده اشكار گرديده به غفلت وا داري و به خود اختصاص دهي كه ان از تو گرفته و به ديگري داده خواهد شد,1
F10374,ایثار یک ارزش عالی انسانی است.,نيكوترين بزرگواري ايثار است,1
F10375,ایثار یک ارزش عالی انسانی است.,با كمند ايثار ازادگان به بردگي در ايند,1
F10376,ایثار یک ارزش عالی انسانی است.,به وسيله ايثار ادمي شايسته نام بزرگواري است,1
F10377,ایثار یک ارزش عالی انسانی است.,بهترين صفات انساني ايثار است,1
F10378,ایثار یک ارزش عالی انسانی است.,براي بزرگواري انسان ايثار بس است,1
F10379,ایثار یک ارزش عالی انسانی است.,كسي كه ديگران را بر خود برگزيند به كمال جوانمردي رسيده است,1
F10380,ایثار یک ارزش عالی انسانی است.,كسي كه ديگري را بر خود مقدم دارد شايسته نام فضيلت و برتري است,1
F10381,ایثار یک ارزش عالی انسانی است.,كسي كه در مال خود بر تو ايثار كند تو را بر خويش برگزيده و شايسته نام ايثارگري است,1
F10382,ایثار یک ارزش عالی انسانی است.,از برترين انتخابها ان است كه ادمي خود را به زيور ايثار بيارايد,1
F10383,ایثار یک ارزش عالی انسانی است.,از نيكوترين احسانها ايثار است,1
F10384,ایثار یک ارزش عالی انسانی است.,والاترين مرتبه‏ هاي كرم و بزرگواري ايثار است,1
F10385,ایثار یک ارزش عالی انسانی است.,بهترين مردم كسي است كه در تنگدستي ايثارگر و پر شكيب باشد,1
F10386,باید از تجربه‌ها استفاده کنیم,پيروزي به دور انديشي است و دور انديشي به استفاده از تجربه‏ هاست,1
F10387,باید از تجربه‌ها استفاده کنیم,تجربه ‏ها پايان نپذيرد و پيوسته انسان بايد در حال تجربه اموزي باشد,1
F10388,باید از تجربه‌ها استفاده کنیم,روزها و روزگارها تجربه ‏ها را سود دهد و هر حادثه‏اي بر تجربه ادمي بيفزايد,1
F10389,باید از تجربه‌ها استفاده کنیم,دور انديشي در نگهداري و ياد داشت تجربه است,1
F10390,باید از تجربه‌ها استفاده کنیم,تجربه ‏ها هر كدام دانشي بهره‏مند است,1
F10391,باید از تجربه‌ها استفاده کنیم,عاقل و خردمند كسي است كه تجربه‏ ها او را اندرز دهد,1
F10392,باید از تجربه‌ها استفاده کنیم,تجربه ازموده يا تجربه كننده از طبيب نا ازموده داناتر است,1
F10393,باید اهل یادگیری و دانش باشیم,تجربه ‏ها پايان نپذيرد و شخص عاقل از انها بر دانش خود بيفزايد,1
F10394,باید از تجربه‌ها استفاده کنیم,دور انديش كسي است كه تجربه‏ها او را كار كشته كرده و سختيهاي روزگار او را پاك نموده است,1
F10395,باید از تجربه‌ها استفاده کنیم,داراترين مردم در درستي راي و انديشه مردمان با تجربه هستند,1
F10396,باید از تجربه‌ها استفاده کنیم,به راستي خردمند كسي است كه تجربه‏ها اندرزش داده باشند,1
F10397,باید از تجربه‌ها استفاده کنیم,ميوه و ثمره تجربه در كارها انتخاب نيك است,1
F10398,باید از تجربه‌ها استفاده کنیم,حفظ و نگهداشتن تجربه‏ها سر عقل و خرد و قوام و اساس ان است,1
F10399,باید از تجربه‌ها استفاده کنیم,بهترين چيزي كه تجربه كني ان است كه تو را پند دهد,1
F10400,باید از تجربه‌ها استفاده کنیم,انديشه و راي مرد به مقدار تجربه او است,1
F10401,باید از تجربه‌ها استفاده کنیم,در هر تجربه‏اي پندي نهفته است,1
F10402,باید از تجربه‌ها استفاده کنیم,براي اندرز خردمندان همان تجربه‏هايي كه اموخته‏اند كافي است,1
F10403,باید از تجربه‌ها استفاده کنیم,براي ادب انسان تجربه‏ ها كافي است,1
F10404,باید اهل یادگیری و دانش باشیم,كسي كه تجربه‏ اش كم باشد فريب ميخورد,1
F10405,باید اهل یادگیری و دانش باشیم,كسي كه تجربه ‏اش بسيار باشد كمتر گول ميخورد,1
F10406,باید از تجربه‌ها استفاده کنیم,كسي كه تجربه را استوار سازد و به كار بندد از هلاكت و نابودي سالم ماند,1
F10407,باید از تجربه‌ها استفاده کنیم,كسي كه تجربه اموزد بر دور انديشي خود بيفزايد,1
F10408,باید از تجربه‌ها استفاده کنیم,كسي كه خود را از تجربه‏ها بينياز بداند سرانجام كارها را نبيند,1
F10409,باید از تجربه‌ها استفاده کنیم,كسي كه تجربه‏ها را نگاه دارد و به كار بندد كارهايش به درستي و صواب انجامد,1
F10410,باید از تجربه‌ها استفاده کنیم,نگهداري و حفظ تجربه و به كار بردن ان از دور انديشي است,1
F10411,باید امانت‌دار باشیم,خوب امانتداري سر فصل اعتقادات انسان است,1
F10412,باید امانت‌دار باشیم,بدترين مردم كسي است كه عقيده‏اي به امانتداري ندارد و از خيانت پرهيز و پروايي ندارد,1
F10413,باید امانت‌دار باشیم,هر گاه امانت در كسي قوي شد راستگويي در او زياد گردد,1
F10414,باید امانت‌دار باشیم,امانت انسان را به راستي ميكشاند,1
F10415,باید امانت‌دار باشیم,امانتداري فضيلتي است براي كسي كه ان را بپردازد,1
F10416,باید امانت‌دار باشیم,امانت داري رستگاري و سعادتي است براي ان كس كه رعايت كند,1
F10417,باید امانت‌دار باشیم,امانتداري ايمان و خوشرويي و گشاده‏رويي احسان است,1
F10418,باید امانت‌دار باشیم,برترين ايمانها امانتداري است,1
F10419,باید امانت‌دار باشیم,اساس ايمان امانتداري است,1
F10420,باید امانت‌دار باشیم,كسي كه امانت ندارد ايمان ندارد,1
F10421,باید امانت‌دار باشیم,كسي كه درون و اشكارش يكسان باشد و عمل او با گفتارش موافقت داشته باشد او است كسي كه امانت الهي را پرداخته و عدالتش محقق و ثابت گشته است,1
F10422,باید اهل یادگیری و دانش باشیم,ناداني وبال و گرفتاري است,1
F10423,باید اهل یادگیری و دانش باشیم,مردم انچه را نميدانند با ان دشمنند,1
F10424,باید اهل یادگیری و دانش باشیم,ادمي دشمن چيزي است كه ان را نميداند,1
F10425,باید اهل یادگیری و دانش باشیم,ناداني نابود كننده‏ترين دشمن است,1
F10426,باید اهل یادگیری و دانش باشیم,ناداني گامها را بلغزاند,1
F10427,باید اهل یادگیری و دانش باشیم,ناداني بيماري و درماندگي است,1
F10428,باید اهل یادگیری و دانش باشیم,ناداني كانون شر و بدي است,1
F10429,باید اهل یادگیری و دانش باشیم,ناداني نابودي به دنبال دارد,1
F10430,باید اهل یادگیری و دانش باشیم,ناداني ريشه و اساس هر بدي است,1
F10431,باید اهل یادگیری و دانش باشیم,ناداني بدترين بيماريهاست,1
F10432,باید اهل یادگیری و دانش باشیم,ناداني معاد انسان را تباه سازد,1
F10433,باید اهل یادگیری و دانش باشیم,ناداني موجب فساد هر كاري است,1
F10434,باید اهل یادگیری و دانش باشیم,نادان سرگردان است,1
F10435,باید اهل یادگیری و دانش باشیم,نادان از راهي كه ميرود باز نايستد,1
F10436,باید اهل یادگیری و دانش باشیم,نادان از روي جهالتي كه دارد خود را بلند گرداند و همين سبب شود كه پست گردد,1
F10437,باید اهل یادگیری و دانش باشیم,نادان كسي است كه قدر خود را نداند,1
F10438,باید اهل یادگیری و دانش باشیم,نادان مرده است اگر چه به صورت زنده باشد,1
F10439,باید اهل یادگیری و دانش باشیم,جاهل درستي نظر و انديشه‏اش همانند لغزش عالم و داناست,1
F10440,باید اهل یادگیری و دانش باشیم,نادان كسي است كه مطالب دنيا فريبش داده است,1
F10441,باید اهل یادگیری و دانش باشیم,نادان كسي است كه در كار خود نادان و سرگردان است,1
F10442,باید اهل یادگیری و دانش باشیم,نادان كسي است كه فريفته هوا و هوس و فريبهاي ان گشته است,1
F10443,باید اهل یادگیری و دانش باشیم,حرص و از و بخل نتيجه و محصول ناداني است,1
F10444,باید اهل یادگیری و دانش باشیم,ناداني و بخل بدي و زيان است,1
F10445,باید اهل یادگیری و دانش باشیم,نادان ديدار نشود يا ديده نشود مگر اين كه يا كار را از حد بگذراند و يا به حد خود نرساند,1
F10446,باید اهل یادگیری و دانش باشیم,نادان وحشت كند از انچه حكيم و فرزانه بدان انس گيرد,1
F10447,باید اهل یادگیری و دانش باشیم,جاهل عالم را نميشناسد زيرا او پيش از ان عالم نبوده و اين دوره را نگذرانده ولي عالم به عكس او است,1
F10448,باید اهل یادگیری و دانش باشیم,نادان تقصير و خطاي خود را نشناسد و نصيحت خير خواه خود را نپذيرد,1
F10449,باید اهل یادگیری و دانش باشیم,ناداني مركب چموشي است كه هر كس سوار ان شود بلغزد و هر كس همراهش رود گمراه شود,1
F10450,باید اهل یادگیری و دانش باشیم,نادان بودن به فضيلتها و كمالات از زشت‏ترين پستيها و فرومايگيهاست,1
F10451,باید اهل یادگیری و دانش باشیم,نادان صخره و سنگ سختي است كه ابي از ان نجوشد و درختي است كه چوب ان سبز نشود و شوره‏زاري است كه گياهي در ان نرويد,1
F10452,باید اهل یادگیری و دانش باشیم,نادان مرده‏اي در ميان زندگان است,1
F10453,باید اهل یادگیری و دانش باشیم,از نادان نافرماني كن تا سالم بماني,1
F10454,باید اهل یادگیری و دانش باشیم,كسي كه از روي جهل و ناداني كار كند همچون كسي است كه به بيراهه ميرود هر چه در رفتن بيشتر تلاش كند از هدف دورتر شود,1
F10455,باید اهل یادگیری و دانش باشیم,ناداني در انسان از خوره در بدن زيانبارتر است,1
F10456,باید اهل یادگیری و دانش باشیم,ناداني زندگان را بميراند و بدبختي ابدي ارد,1
F10457,باید اهل یادگیری و دانش باشیم,ناداني گام را بلغزاند و پشيماني به بار ارد,1
F10458,باید اهل یادگیری و دانش باشیم,بزرگترين مصيبتها ناداني است,1
F10459,باید اهل یادگیری و دانش باشیم,بزرگترين نادانيها ان است كه انسان نسبت به وضع خويش نادان باشد,1
F10460,باید اهل یادگیری و دانش باشیم,بدترين بيماريها ناداني است,1
F10461,باید اهل یادگیری و دانش باشیم,بدبخت‏ترين مردم شخص نادان است,1
