,output_text,vector,output_data_source,index
146,"وَ قَالَ ع غَیرَةُ المَرأَةِ کُفرٌ وَ غَیرَةُ الرّجُلِ إِیمَانٌ
","[[ 0.00446288  0.01864478 -0.00113312 ...  0.01255176  0.01319302
   0.0262154 ]]",حکمت نهج البلاغه,444
147,"وَ قَالَ ع لَأَنسُبَنّ الإِسلَامَ نِسبَةً لَم یَنسُبهَا أَحَدٌ قبَلیِ الإِسلَامُ هُوَ التّسلِیمُ وَ التّسلِیمُ هُوَ الیَقِینُ وَ الیَقِینُ هُوَ التّصدِیقُ وَ التّصدِیقُ هُوَ الإِقرَارُ وَ الإِقرَارُ هُوَ الأَدَاءُ وَ الأَدَاءُ هُوَ العَمَلُ
","[[ 0.0073637   0.02035177 -0.0023957  ...  0.05636619  0.00324871
   0.02870004]]",حکمت نهج البلاغه,445
148,"وَ قَالَ ع مَن قَصّرَ فِی العَمَلِ ابتلُیِ‌َ بِالهَمّ وَ لَا حَاجَةَ لِلّهِ فِیمَن لَیسَ لِلّهِ فِی مَالِهِ وَ نَفسِهِ نَصِیبٌ
","[[ 0.00704169  0.01277099 -0.0040596  ...  0.0059646   0.00972481
   0.01961757]]",حکمت نهج البلاغه,447
149,"وَ قَالَ ع تَوَقّوُا البَردَ فِی أَوّلِهِ وَ تَلَقّوهُ فِی آخِرِهِ فَإِنّهُ یَفعَلُ فِی الأَبدَانِ کَفِعلِهِ فِی الأَشجَارِ أَوّلُهُ یُحرِقُ وَ آخِرُهُ یُورِقُ
","[[ 0.02839203  0.01551214 -0.00084828 ...  0.00334152 -0.00157702
   0.02383988]]",حکمت نهج البلاغه,448
150,"وَ قَالَ ع عِظَمُ الخَالِقِ عِندَکَ یُصَغّرُ المَخلُوقَ فِی عَینِکَ
","[[ 0.00931013  0.01202599 -0.00278223 ...  0.00245609  0.00269021
   0.0278553 ]]",حکمت نهج البلاغه,449
151,"وَ قَالَ ع إِنّ لِلّهِ مَلَکاً ینُاَدیِ فِی کُلّ یَومٍ لِدُوا لِلمَوتِ وَ اجمَعُوا لِلفَنَاءِ وَ ابنُوا لِلخَرَابِ
",[[0.00633103 0.01398826 0.0190314  ... 0.00236079 0.00991625 0.01728358]],حکمت نهج البلاغه,452
152,"وَ قَالَ ع الدّنیَا دَارُ مَمَرّ لَا دَارُ مَقَرّ وَ النّاسُ فِیهَا رَجُلَانِ رَجُلٌ بَاعَ فِیهَا نَفسَهُ فَأَوبَقَهَا وَ رَجُلٌ ابتَاعَ نَفسَهُ فَأَعتَقَهَا
",[[0.00295858 0.01231283 0.00234935 ... 0.01333818 0.00535568 0.02269961]],حکمت نهج البلاغه,453
153,"وَ قَالَ ع لَا یَکُونُ الصّدِیقُ صَدِیقاً حَتّی یَحفَظَ أَخَاهُ فِی ثَلَاثٍ فِی نَکبَتِهِ وَ غَیبَتِهِ وَ وَفَاتِهِ
","[[ 0.0074956   0.01849585 -0.002138   ...  0.00666611  0.00452705
   0.03125525]]",حکمت نهج البلاغه,454
154,"وَ قَالَ ع الصّلَاةُ قُربَانُ کُلّ تقَیِ‌ّ وَ الحَجّ جِهَادُ کُلّ ضَعِیفٍ وَ لِکُلّ شَیءٍ زَکَاةٌ وَ زَکَاةُ البَدَنِ الصّیَامُ وَ جِهَادُ المَرأَةِ حُسنُ التّبَعّلِ
",[[0.01137814 0.01391731 0.00106411 ... 0.03122125 0.01704466 0.02497057]],حکمت نهج البلاغه,456
155,"وَ قَالَ ع استَنزِلُوا الرّزقَ بِالصّدَقَةِ
",[[0.00349879 0.01264155 0.00622336 ... 0.01072706 0.01223246 0.00920043]],حکمت نهج البلاغه,457
156,"وَ قَالَ ع مَن أَیقَنَ بِالخَلَفِ جَادَ بِالعَطِیّةِ
",[[0.00906382 0.01167798 0.00197865 ... 0.00317284 0.01509391 0.02508391]],حکمت نهج البلاغه,458
157,"وَ قَالَ ع تَنزِلُ المَعُونَةُ عَلَی قَدرِ المَئُونَةِ
","[[ 0.00109272  0.01428601 -0.00325793 ...  0.0003547   0.00685551
   0.02810576]]",حکمت نهج البلاغه,459
158,"وَ قَالَ ع مَا عَالَ مَنِ اقتَصَدَ
",[[0.00190915 0.01182379 0.00096956 ... 0.00455006 0.00418507 0.0140478 ]],حکمت نهج البلاغه,460
159,"وَ قَالَ ع قِلّةُ العِیَالِ أَحَدُ الیَسَارَینِ
",[[0.00872105 0.01032603 0.00048655 ... 0.00801082 0.00943263 0.02073916]],حکمت نهج البلاغه,461
160,"وَ قَالَ ع التّوَدّدُ نِصفُ العَقلِ
",[[0.0056432  0.00957128 0.00095921 ... 0.00583082 0.00636557 0.02017023]],حکمت نهج البلاغه,462
161,"وَ قَالَ ع الهَمّ نِصفُ الهَرَمِ
",[[0.00302485 0.01014697 0.00010552 ... 0.00934826 0.01297855 0.01970089]],حکمت نهج البلاغه,463
162,"وَ قَالَ ع یَنزِلُ الصّبرُ عَلَی قَدرِ المُصِیبَةِ وَ مَن ضَرَبَ یَدَهُ عَلَی فَخِذِهِ عِندَ مُصِیبَتِهِ حَبِطَ عَمَلُهُ
","[[ 0.00479887  0.01196279 -0.00098854 ...  0.01339352  0.00099546
   0.01306818]]",حکمت نهج البلاغه,464
163,"وَ قَالَ ع کَم مِن صَائِمٍ لَیسَ لَهُ مِن صِیَامِهِ إِلّا الجُوعُ وَ الظّمَأُ وَ کَم مِن قَائِمٍ لَیسَ لَهُ مِن قِیَامِهِ إِلّا السّهَرُ وَ العَنَاءُ حَبّذَا نَومُ الأَکیَاسِ وَ إِفطَارُهُم
","[[ 0.0137135   0.01084932 -0.00151498 ... -0.00092562  0.01008987
   0.01743912]]",حکمت نهج البلاغه,465
164,"وَ قَالَ ع سُوسُوا إِیمَانَکُم بِالصّدَقَةِ وَ حَصّنُوا أَموَالَکُم بِالزّکَاةِ وَ ادفَعُوا أَموَاجَ البَلَاءِ بِالدّعَاءِ
",[[0.00788757 0.01119567 0.00462465 ... 0.00672412 0.00059628 0.02151014]],حکمت نهج البلاغه,466
165,"وَ قَالَ ع المَرءُ مَخبُوءٌ تَحتَ لِسَانِهِ
",[[0.00358536 0.01168201 0.00018761 ... 0.005505   0.00872352 0.01451216]],حکمت نهج البلاغه,468
166,"وَ قَالَ ع هَلَکَ امرُؤٌ لَم یَعرِف قَدرَهُ
","[[ 0.00480137  0.01098192 -0.00106133 ...  0.00744659 -0.00095356
   0.03750972]]",حکمت نهج البلاغه,469
167,"وَ قَالَ ع لِکُلّ امر‌ِئٍ عَاقِبَةٌ حُلوَةٌ أَو مُرّةٌ
","[[ 0.00852611  0.01019142 -0.00154681 ...  0.00527759  0.02205489
   0.02102893]]",حکمت نهج البلاغه,471
168,"وَ قَالَ ع لِکُلّ مُقبِلٍ إِدبَارٌ وَ مَا أَدبَرَ کَأَن لَم یَکُن
",[[0.00647428 0.01045521 0.00402333 ... 0.01171792 0.00038614 0.01823585]],حکمت نهج البلاغه,472
169,"وَ قَالَ ع لَا یَعدَمُ الصّبُورُ الظّفَرَ وَ إِن طَالَ بِهِ الزّمَانُ
","[[ 0.00226807  0.00925334 -0.00174619 ...  0.00678506  0.00175319
   0.01578897]]",حکمت نهج البلاغه,473
170,"وَ قَالَ ع الراّضیِ بِفِعلِ قَومٍ کَالدّاخِلِ فِیهِ مَعَهُم وَ عَلَی کُلّ دَاخِلٍ فِی بَاطِلٍ إِثمَانِ إِثمُ العَمَلِ بِهِ وَ إِثمُ الرّضَی بِهِ
","[[ 0.0080941   0.01068648 -0.00114105 ...  0.00380436  0.00974048
   0.01972247]]",حکمت نهج البلاغه,474
171,"وَ قَالَ ع اعتَصِمُوا بِالذّمَمِ فِی أَوتَادِهَا
","[[ 0.00694858  0.01137506  0.00057779 ...  0.00652278 -0.00036278
   0.01997263]]",حکمت نهج البلاغه,475
172,"وَ قَالَ ع عَلَیکُم بِطَاعَةِ مَن لَا تُعذَرُونَ بِجَهَالَتِهِ
","[[ 0.00474495  0.01179612 -0.00137335 ...  0.00809231  0.01777465
   0.01695373]]",حکمت نهج البلاغه,476
173,"وَ قَالَ ع قَد بُصّرتُم إِن أَبصَرتُم وَ قَد هُدِیتُم إِنِ اهتَدَیتُم وَ أُسمِعتُم إِنِ استَمَعتُم
",[[0.00552119 0.01474504 0.00192314 ... 0.00480795 0.00690145 0.01475061]],حکمت نهج البلاغه,477
174,"وَ قَالَ ع عَاتِب أَخَاکَ بِالإِحسَانِ إِلَیهِ وَ اردُد شَرّهُ بِالإِنعَامِ عَلَیهِ
","[[ 0.00951294  0.01068419 -0.0010846  ...  0.00776332  0.00600503
   0.0197831 ]]",حکمت نهج البلاغه,478
175,"وَ قَالَ ع مَن وَضَعَ نَفسَهُ مَوَاضِعَ التّهَمَةِ فَلَا یَلُومَنّ مَن أَسَاءَ بِهِ الظّنّ
","[[ 0.00116985  0.01386437 -0.00317992 ...  0.00451247  0.02595352
   0.02102962]]",حکمت نهج البلاغه,479
176,"وَ قَالَ ع مَن مَلَکَ استَأثَرَ
",[[0.00305447 0.0110654  0.00498769 ... 0.001509   0.02443876 0.02769934]],حکمت نهج البلاغه,480
177,"وَ قَالَ ع مَنِ استَبَدّ بِرَأیِهِ هَلَکَ وَ مَن شَاوَرَ الرّجَالَ شَارَکَهَا فِی عُقُولِهَا
","[[ 0.00874753  0.01351843 -0.00131154 ...  0.01558568 -0.00036404
   0.02751611]]",حکمت نهج البلاغه,481
178,"وَ قَالَ ع مَن کَتَمَ سِرّهُ کَانَتِ الخِیَرَةُ بِیَدِهِ
","[[ 0.00909058  0.01393569 -0.0006743  ...  0.00999056  0.00527587
   0.03058891]]",حکمت نهج البلاغه,482
179,"وَ قَالَ ع الفَقرُ المَوتُ الأَکبَرُ
","[[ 0.00512204  0.01005346 -0.00120425 ...  0.00295849 -0.00245375
   0.01443249]]",حکمت نهج البلاغه,483
180,"وَ قَالَ ع مَن قَضَی حَقّ مَن لَا یقَضیِ حَقّهُ فَقَد عَبَدَهُ
","[[ 0.00138064  0.01066758 -0.00078385 ...  0.00399668  0.00853318
   0.03307128]]",حکمت نهج البلاغه,484
181,"وَ قَالَ ع لَا طَاعَةَ لِمَخلُوقٍ فِی مَعصِیَةِ الخَالِقِ
","[[ 0.00254167  0.01034785 -0.00189165 ...  0.0053624   0.02392525
   0.01639202]]",حکمت نهج البلاغه,485
182,"وَ قَالَ ع لَا یُعَابُ المَرءُ بِتَأخِیرِ حَقّهِ إِنّمَا یُعَابُ مَن أَخَذَ مَا لَیسَ لَهُ
","[[ 0.00634517  0.01508896  0.0021293  ...  0.00810873 -0.00181121
   0.02647267]]",حکمت نهج البلاغه,486
183,"وَ قَالَ ع الإِعجَابُ یَمنَعُ الِازدِیَادَ
","[[ 0.01423919  0.01013526 -0.00076363 ...  0.00570672  0.02094446
   0.01565522]]",حکمت نهج البلاغه,487
184,"وَ قَالَ ع الأَمرُ قَرِیبٌ وَ الِاصطِحَابُ قَلِیلٌ
","[[ 0.00444333  0.00969853 -0.00095324 ...  0.0055009   0.006603
   0.02464336]]",حکمت نهج البلاغه,488
185,"وَ قَالَ ع قَد أَضَاءَ الصّبحُ لذِیِ عَینَینِ
",[[0.01069472 0.01339824 0.00021661 ... 0.00462458 0.00926712 0.0238923 ]],حکمت نهج البلاغه,489
186,"وَ قَالَ ع تَرکُ الذّنبِ أَهوَنُ مِن طَلَبِ المَعُونَةِ
","[[ 0.00216881  0.01158976 -0.00063797 ...  0.010439    0.00814869
   0.02162141]]",حکمت نهج البلاغه,490
187,"وَ قَالَ ع کَم مِن أَکلَةٍ مَنَعَت أَکَلَاتٍ
","[[ 0.00426049  0.00913623 -0.00011107 ...  0.00621764  0.00208247
   0.01710357]]",حکمت نهج البلاغه,491
188,"وَ قَالَ ع النّاسُ أَعدَاءُ مَا جَهِلُوا
",[[0.00485369 0.01309886 0.01262305 ... 0.00362765 0.0005267  0.00914353]],حکمت نهج البلاغه,492
189,"وَ قَالَ ع مَنِ استَقبَلَ وُجُوهَ الآرَاءِ عَرَفَ مَوَاقِعَ الخَطَإِ
","[[ 0.00495428  0.01505192 -0.00060387 ...  0.00693689  0.00793817
   0.03785631]]",حکمت نهج البلاغه,493
190,"وَ قَالَ ع مَن أَحَدّ سِنَانَ الغَضَبِ لِلّهِ قوَیِ‌َ عَلَی قَتلِ أَشِدّاءِ البَاطِلِ
","[[ 0.0049231   0.01314473 -0.00260551 ...  0.01307399  0.00497918
   0.03088419]]",حکمت نهج البلاغه,494
191,"وَ قَالَ ع إِذَا هِبتَ أَمراً فَقَع فِیهِ فَإِنّ شِدّةَ تَوَقّیهِ أَعظَمُ مِمّا تَخَافُ مِنهُ
",[[0.00948869 0.02388774 0.00083856 ... 0.00942455 0.01455481 0.03029446]],حکمت نهج البلاغه,495
192,"وَ قَالَ ع آلَةُ الرّیَاسَةِ سَعَةُ الصّدرِ
","[[ 0.00090196  0.00979068 -0.0001304  ...  0.01909042 -0.00102274
  -0.00434472]]",حکمت نهج البلاغه,496
193,"وَ قَالَ ع ازجُرِ المسُیِ‌ءَ بِثَوَابِ المُحسِنِ
","[[ 7.2986339e-03  9.2229079e-03 -7.2012423e-05 ...  1.3961188e-03
   7.6247640e-03  1.9846214e-02]]",حکمت نهج البلاغه,497
194,"وَ قَالَ ع احصُدِ الشّرّ مِن صَدرِ غَیرِکَ بِقَلعِهِ مِن صَدرِکَ
","[[ 0.00661226  0.01090594 -0.00111889 ...  0.00874264  0.00079786
   0.02218664]]",حکمت نهج البلاغه,498
195,"وَ قَالَ ع اللّجَاجَةُ تَسُلّ الرأّی‌َ
","[[4.6783262e-03 1.1300146e-02 2.7934851e-05 ... 9.9361148e-03
  1.4541446e-03 4.7129765e-02]]",حکمت نهج البلاغه,499
196,"وَ قَالَ ع الطّمَعُ رِقّ مُؤَبّدٌ
","[[ 0.00163528  0.01038461 -0.00082444 ...  0.00545148  0.00490355
   0.02477445]]",حکمت نهج البلاغه,500
197,"وَ قَالَ ع ثَمَرَةُ التّفرِیطِ النّدَامَةُ وَ ثَمَرَةُ الحَزمِ السّلَامَةُ
","[[ 0.00918342  0.00980615 -0.00069445 ...  0.00749318  0.00859809
   0.01814207]]",حکمت نهج البلاغه,501
198,"وَ قَالَ ع لَا خَیرَ فِی الصّمتِ عَنِ الحُکمِ کَمَا أَنّهُ لَا خَیرَ فِی القَولِ بِالجَهلِ
","[[ 0.00051235  0.01179481 -0.00048212 ...  0.00797922  0.00943288
   0.01320614]]",حکمت نهج البلاغه,502
199,"وَ قَالَ ع مَا اختَلَفَت دَعوَتَانِ إِلّا کَانَت إِحدَاهُمَا ضَلَالَةً
",[[0.01212938 0.01809424 0.0147318  ... 0.0096744  0.01949628 0.0379637 ]],حکمت نهج البلاغه,503
200,"وَ قَالَ ع مَا شَکَکتُ فِی الحَقّ مُذ أُرِیتُهُ
",[[0.00155372 0.0125373  0.0021402  ... 0.00322026 0.01666653 0.03968484]],حکمت نهج البلاغه,504
201,"وَ قَالَ ع مَا کَذَبتُ وَ لَا کُذّبتُ وَ لَا ضَلَلتُ وَ لَا ضُلّ بیِ‌
",[[0.00085962 0.01225767 0.00314516 ... 0.00533348 0.02570661 0.02214319]],حکمت نهج البلاغه,505
202,"وَ قَالَ ع لِلظّالِمِ الباَدیِ غَداً بِکَفّهِ عَضّةٌ
","[[ 0.00691827  0.00894772 -0.00073063 ...  0.00708841  0.0063258
   0.03055822]]",حکمت نهج البلاغه,506
203,"وَ قَالَ ع الرّحِیلُ وَشِیکٌ
",[[0.00204903 0.00929475 0.00076778 ... 0.01318682 0.0067414  0.01602587]],حکمت نهج البلاغه,507
204,"وَ قَالَ ع مَن أَبدَی صَفحَتَهُ لِلحَقّ هَلَکَ
","[[ 0.0021907   0.01093206 -0.00053476 ...  0.00885481  0.02075679
   0.03776518]]",حکمت نهج البلاغه,508
205,"وَ قَالَ ع مَن لَم یُنجِهِ الصّبرُ أَهلَکَهُ الجَزَعُ
","[[ 0.00188625  0.01219414 -0.00052507 ...  0.01321085  0.00602833
   0.02073552]]",حکمت نهج البلاغه,509
206,"وَ قَالَ ع وَا عَجَبَاه أَ تَکُونُ الخِلَافَةُ بِالصّحَابَةِ وَ القَرَابَةِ
","[[ 0.00473883  0.01042801 -0.00136887 ...  0.00518313  0.01909555
   0.0237512 ]]",حکمت نهج البلاغه,510
207,"وَ قَالَ ع یَا ابنَ آدَمَ مَا کَسَبتَ فَوقَ قُوتِکَ فَأَنتَ فِیهِ خَازِنٌ لِغَیرِکَ
",[[0.00603716 0.02293774 0.00114102 ... 0.01774019 0.00462727 0.02608973]],حکمت نهج البلاغه,512
208,"وَ قَالَ ع إِنّ لِلقُلُوبِ شَهوَةً وَ إِقبَالًا وَ إِدبَاراً فَأتُوهَا مِن قِبَلِ شَهوَتِهَا وَ إِقبَالِهَا فَإِنّ القَلبَ إِذَا أُکرِهَ عمَیِ‌َ
","[[6.1862748e-03 1.6190862e-02 2.2178485e-05 ... 1.2593112e-02
  1.3635345e-02 3.4802634e-02]]",حکمت نهج البلاغه,513
209,"وَ کَانَ ع یَقُولُ مَتَی أشَفیِ غیَظیِ إِذَا غَضِبتُ أَ حِینَ أَعجِزُ عَنِ الِانتِقَامِ فَیُقَالُ لِی لَو صَبَرتَ أَم حِینَ أَقدِرُ عَلَیهِ فَیُقَالُ لِی لَو عَفَوتَ
",[[0.00347581 0.01750986 0.00346089 ... 0.00354319 0.01747932 0.02010286]],حکمت نهج البلاغه,514
210,"وَ قَالَ ع وَ قَد مَرّ بِقَذَرٍ عَلَی مَزبَلَةٍ هَذَا مَا بَخِلَ بِهِ البَاخِلُونَ وَ روُیِ‌َ فِی خَبَرٍ آخَرَ أَنّهُ قَالَ هَذَا مَا کُنتُم تَتَنَافَسُونَ فِیهِ بِالأَمسِ
","[[ 0.01328512  0.01038394 -0.00151806 ...  0.00655364  0.00632649
   0.03152936]]",حکمت نهج البلاغه,515
211,"وَ قَالَ ع لَم یَذهَب مِن مَالِکَ مَا وَعَظَکَ
","[[1.6337415e-03 1.3142217e-02 3.7061813e-04 ... 9.7886747e-05
  5.4727570e-04 2.7842818e-02]]",حکمت نهج البلاغه,516
212,"وَ قَالَ ع إِنّ هَذِهِ القُلُوبَ تَمَلّ کَمَا تَمَلّ الأَبدَانُ فَابتَغُوا لَهَا طَرَائِفَ الحِکمَةِ
","[[ 0.0058071   0.02210248 -0.00072923 ...  0.01609129 -0.00062909
   0.02673137]]",حکمت نهج البلاغه,517
213,"وَ قَالَ ع لَمّا سَمِعَ قَولَ الخَوَارِجِ لَا حُکمَ إِلّا لِلّهِ کَلِمَةُ حَقّ یُرَادُ بِهَا بَاطِلٌ
","[[ 0.00666359  0.01971315 -0.00160887 ...  0.0047459   0.00523503
   0.04481861]]",حکمت نهج البلاغه,518
214,"وَ قَالَ ع وَ أتُیِ‌َ بِجَانٍ وَ مَعَهُ غَوغَاءُ فَقَالَ لَا مَرحَباً بِوُجُوهٍ لَا تُرَی إِلّا عِندَ کُلّ سَوأَةٍ
","[[ 0.00886981  0.00951148 -0.0028793  ...  0.00656621  0.00625206
   0.0143277 ]]",حکمت نهج البلاغه,520
215,"وَ قَالَ ع إِنّ مَعَ کُلّ إِنسَانٍ مَلَکَینِ یَحفَظَانِهِ فَإِذَا جَاءَ القَدَرُ خَلّیَا بَینَهُ وَ بَینَهُ وَ إِنّ الأَجَلَ جُنّةٌ حَصِینَةٌ
","[[ 1.0645142e-02  1.8252630e-02 -9.6992729e-04 ...  2.6349172e-03
   3.8433034e-05  7.9537220e-03]]",حکمت نهج البلاغه,521
216,"وَ قَالَ ع وَ قَد قَالَ لَهُ طَلحَةُ وَ الزّبَیرُ نُبَایِعُکَ عَلَی أَنّا شُرَکَاؤُکَ فِی هَذَا الأَمرِ لَا وَ لَکِنّکُمَا شَرِیکَانِ فِی القُوّةِ وَ الِاستِعَانَةِ وَ عَونَانِ عَلَی العَجزِ وَ الأَوَدِ
","[[ 4.5724506e-03  1.6626447e-02 -5.9732534e-05 ...  1.7954523e-02
   7.5997566e-03  2.6506783e-02]]",حکمت نهج البلاغه,522
217,"وَ قَالَ ع أَیّهَا النّاسُ اتّقُوا اللّهَ ألّذِی إِن قُلتُم سَمِعَ وَ إِن أَضمَرتُم عَلِمَ وَ بَادِرُوا المَوتَ ألّذِی إِن هَرَبتُم مِنهُ أَدرَکَکُم وَ إِن أَقَمتُم أَخَذَکُم وَ إِن نَسِیتُمُوهُ ذَکَرَکُم
",[[0.00585465 0.02198481 0.00720302 ... 0.00713943 0.00058429 0.02184138]],حکمت نهج البلاغه,523
218,"وَ قَالَ ع لَا یُزَهّدَنّکَ فِی المَعرُوفِ مَن لَا یَشکُرُهُ لَکَ فَقَد یَشکُرُکَ عَلَیهِ مَن لَا یَستَمتِعُ بشِیَ‌ءٍ مِنهُ وَ قَد تُدرِکُ مِن شُکرِ الشّاکِرِ أَکثَرَ مِمّا أَضَاعَ الکَافِرُوَ اللّهُ یُحِبّ المُحسِنِینَ
",[[0.00564676 0.01364895 0.00925946 ... 0.00569502 0.00425645 0.01140795]],حکمت نهج البلاغه,524
219,"وَ قَالَ ع کُلّ وِعَاءٍ یَضِیقُ بِمَا جُعِلَ فِیهِ إِلّا وِعَاءَ العِلمِ فَإِنّهُ یَتّسِعُ بِهِ
","[[ 0.01159199  0.01341107  0.00116876 ...  0.00093274 -0.00066703
   0.03790416]]",حکمت نهج البلاغه,525
220,"وَ قَالَ ع أَوّلُ عِوَضِ الحَلِیمِ مِن حِلمِهِ أَنّ النّاسَ أَنصَارُهُ عَلَی الجَاهِلِ
",[[0.00778915 0.0133082  0.01088267 ... 0.01261628 0.00864107 0.01729636]],حکمت نهج البلاغه,526
221,"وَ قَالَ ع إِن لَم تَکُن حَلِیماً فَتَحَلّم فَإِنّهُ قَلّ مَن تَشَبّهَ بِقَومٍ إِلّا أَوشَکَ أَن یَکُونَ مِنهُم
",[[0.01114482 0.02126914 0.00232023 ... 0.00745488 0.00231443 0.03002326]],حکمت نهج البلاغه,527
222,"وَ قَالَ ع مَن حَاسَبَ نَفسَهُ رَبِحَ وَ مَن غَفَلَ عَنهَا خَسِرَ وَ مَن خَافَ أَمِنَ وَ مَنِ اعتَبَرَ أَبصَرَ وَ مَن أَبصَرَ فَهِمَ وَ مَن فَهِمَ عَلِمَ
","[[ 0.00914166  0.01161786 -0.00114312 ...  0.00915146  0.0118818
   0.04350665]]",حکمت نهج البلاغه,528
223,"وَ قَالَ ع لَتَعطِفَنّ الدّنیَا عَلَینَا بَعدَ شِمَاسِهَا عَطفَ الضّرُوسِ عَلَی وَلَدِهَا وَ تَلَا عَقِیبَ ذَلِکَوَ نُرِیدُ أَن نَمُنّ عَلَی الّذِینَ استُضعِفُوا فِی الأَرضِ وَ نَجعَلَهُم أَئِمّةً وَ نَجعَلَهُمُ الوارِثِینَ
","[[ 0.00064339  0.01882982  0.00371914 ...  0.00678408 -0.00202468
   0.0226449 ]]",حکمت نهج البلاغه,529
224,"وَ قَالَ ع اتّقُوا اللّهَ تَقِیّةَ مَن شَمّرَ تَجرِیداً وَ جَدّ تَشمِیراً وَ کَمّشَ فِی مَهَلٍ وَ بَادَرَ عَن وَجَلٍ وَ نَظَرَ فِی کَرّةِ المَوئِلِ وَ عَاقِبَةِ المَصدَرِ وَ مَغَبّةِ المَرجِعِ
",[[0.00683168 0.01528843 0.00297749 ... 0.00474189 0.00416518 0.02767934]],حکمت نهج البلاغه,530
225,"وَ قَالَ ع عُجبُ المَرءِ بِنَفسِهِ أَحَدُ حُسّادِ عَقلِهِ
",[[0.00646161 0.01085045 0.00134203 ... 0.01320161 0.00860951 0.02669431]],حکمت نهج البلاغه,532
226,"وَ قَالَ ع أَغضِ عَلَی القَذَی وَ الأَلَمِ تَرضَ أَبَداً
","[[1.2540570e-03 1.0391958e-02 3.8270766e-05 ... 1.0253997e-02
  2.4767563e-02 1.2927517e-02]]",حکمت نهج البلاغه,533
227,"وَ قَالَ ع مَن لَانَ عُودُهُ کَثُفَت أَغصَانُهُ
",[[0.0035833  0.01235985 0.00077232 ... 0.01082844 0.01839255 0.00496902]],حکمت نهج البلاغه,534
228,"وَ قَالَ ع الخِلَافُ یَهدِمُ الرأّی‌َ
",[[0.00634057 0.01037741 0.00043134 ... 0.00861852 0.00522619 0.03543302]],حکمت نهج البلاغه,535
229,"وَ قَالَ ع مَن نَالَ استَطَالَ
",[[0.00425326 0.01052663 0.01804016 ... 0.00500981 0.03277961 0.01252346]],حکمت نهج البلاغه,536
230,"وَ قَالَ ع فِی تَقَلّبِ الأَحوَالِ عِلمُ جَوَاهِرِ الرّجَالِ
","[[ 0.00850114  0.02038982 -0.00153791 ...  0.02394544  0.01171086
   0.03277703]]",حکمت نهج البلاغه,537
231,"وَ قَالَ ع حَسَدُ الصّدِیقِ مِن سُقمِ المَوَدّةِ
","[[ 0.00325993  0.01046507 -0.00161017 ...  0.00624622  0.00455489
   0.02999986]]",حکمت نهج البلاغه,538
232,"وَ قَالَ ع أَکثَرُ مَصَارِعِ العُقُولِ تَحتَ بُرُوقِ المَطَامِعِ
","[[ 0.00572575  0.01108557 -0.00112458 ...  0.00304481  0.01893977
   0.03369704]]",حکمت نهج البلاغه,539
233,"وَ قَالَ ع لَیسَ مِنَ العَدلِ القَضَاءُ عَلَی الثّقَةِ بِالظّنّ
","[[ 0.00452222  0.01343618 -0.0021957  ...  0.00825483  0.01335607
   0.02074951]]",حکمت نهج البلاغه,540
234,"وَ قَالَ ع بِئسَ الزّادُ إِلَی المَعَادِ العُدوَانُ عَلَی العِبَادِ
","[[ 0.01095036  0.00950596 -0.00201448 ...  0.01318004  0.00657886
   0.02486398]]",حکمت نهج البلاغه,541
235,"وَ قَالَ ع مِن أَشرَفِ أَعمَالِ الکَرِیمِ غَفلَتُهُ عَمّا یَعلَمُ
","[[ 0.00123535  0.01165076 -0.00319609 ...  0.00486502  0.0017438
   0.01988271]]",حکمت نهج البلاغه,542
236,"وَ قَالَ ع مَن کَسَاهُ الحَیَاءُ ثَوبَهُ لَم یَرَ النّاسُ عَیبَهُ
",[[0.00471389 0.01282637 0.00013493 ... 0.00904887 0.00369773 0.02312348]],حکمت نهج البلاغه,543
237,"وَ قَالَ ع بِکَثرَةِ الصّمتِ تَکُونُ الهَیبَةُ وَ بِالنّصَفَةِ یَکثُرُ المُوَاصِلُونَ وَ بِالإِفضَالِ تَعظُمُ الأَقدَارُ وَ بِالتّوَاضُعِ تَتِمّ النّعمَةُ وَ بِاحتِمَالِ المُؤَنِ یَجِبُ السّؤدُدُ وَ بِالسّیرَةِ العَادِلَةِ یُقهَرُ المنُاَو‌ِئُ وَ بِالحِلمِ عَنِ السّفِیهِ تَکثُرُ الأَنصَارُ عَلَیهِ
","[[ 0.01736128  0.01303289 -0.00092575 ...  0.00271907  0.01723474
   0.0212117 ]]",حکمت نهج البلاغه,544
238,"وَ قَالَ ع العَجَبُ لِغَفلَةِ الحُسّادِ عَن سَلَامَةِ الأَجسَادِ
","[[ 0.0065513   0.00970321 -0.00069189 ...  0.00449174  0.00707669
   0.03141457]]",حکمت نهج البلاغه,545
239,"وَ قَالَ ع الطّامِعُ فِی وِثَاقِ الذّلّ
",[[0.00343591 0.00912012 0.00031753 ... 0.00627433 0.00394743 0.0190732 ]],حکمت نهج البلاغه,546
240,"وَ سُئِلَ عَنِ الإِیمَانِ فَقَالَ الإِیمَانُ مَعرِفَةٌ بِالقَلبِ وَ إِقرَارٌ بِاللّسَانِ وَ عَمَلٌ بِالأَرکَانِ
","[[ 0.01190029  0.01845383 -0.00024027 ...  0.01069693  0.0079444
   0.01961433]]",حکمت نهج البلاغه,547
