,output_text,vector,output_data_source,index
1354,"از بت باخبر من خبری می رسدم	وز لب چون شکر او شکری می رسدم
شکر اندر شکر اندر شکر است	شکری در دهن است و دگری می رسدم
هر دم از گلشن او طرفه گلی می سکلم	هر زمان تازه گل از شاخ تری می رسدم
خیره از عشق ویم کز هوسش هر نفسی	عاشق سوخته خیره سری می رسدم
آن یکی زرد شده کآتش او می کشدم	وین دگر هست که از وی نظری می رسدم
وان دگر بر در آن خانه او بنشسته	که در ار باز نشد بانگ دری می رسدم
وان یکی بر سر آن خاک سرک بنهاده	که ز خاکش صفت جانوری می رسدم",[[0.00600014 0.00168444 0.00897941 ... 0.0135331  0.00066984 0.01538984]],غزلیات مولوی,1636
1355,"منم آن دزد که شب نقب زدم ببریدم	سر صندوق گشادم گهری دزدیدم
ز زلیخای حرم چادر سر بربودم	چو بدیدم رخ یوسف کف خود ببریدم
سر سودای کسی قصد سر من دارد	کی برد سر ز کف آنک از آن سر دیدم
چو بگفتم نبرم سر سر من گفت آمین	چون غمش کند ز بیخم پس از آن روییدم
این چه ماه است که اندر دل و جان ها گردد	که من از گردش او بس چو فلک گردیدم
جان اخوان صفا اوست که اندر هوسش	همه دردی جهان در سر خود مالیدم
اندر این چاه جهان یوسف حسنی است نهان	من بر این چرخ از او همچو رسن پیچیدم
هله ای عشق بیا یار منی در دو جهان	از همه خلق بریدم به تو برچفسیدم
زان چنین در فرحم کز قدحت سرمستم	زان گزیده ست مرا حق که تو را بگزیدم
بنهان از همه خلقان چه خوش آیین باغی است	که چو گل در چمنش جامه جان بدریدم
اندر آن باغ یکی دلبر بالاشجری است	که چو برگ از شجر اندر قدمش ریزیدم
بس کنم آنچ بگفت او که بگو من گفتم	و آنچ فرمود بپوشان و مگو پوشیدم
شمس تبریز که آفاق از او شد پرنور	من به هر سوی چو سایه ز پیش گردیدم",[[0.00570565 0.00370793 0.01777485 ... 0.0128993  0.00315238 0.01088973]],غزلیات مولوی,1637
1356,"مادرم بخت بده است و پدرم جود و کرم	فرح ابن الفرح ابن الفرح ابن الفرحم
هین که بکلربک شادی به سعادت برسید	پر شد این شهر و بیابان سپه و طبل و علم
گر به گرگی برسم یوسف مه روی شود	در چهی گر بروم گردد چه باغ ارم
آنک باشد ز بخیلی دل او آهن و سنگ	خاتم وقت شود پیش من از جود و کرم
خاک چون در کف من زر شود و نقره خام	چون مرا راه زند فتنه گر زر و درم
صنمی دارم گر بوی خوشش فاش شود	جان پذیرد ز خوشی گر بود از سنگ صنم
مرد غم در فرحش که جبر الله عزاک	آن چنان تیغ چگونه نزند گردن غم
بستاند به ستم او دل هر کی خواهد	عدل ها جمله غلامان چنین ظلم و ستم
آن چه خال است بر آن رخ که اگر جلوه کند	زود بیگانه شود در هوسش خال زعم
گفتم ار بس کنم و قصه فروداشت کنم	تو تمامش کنی و شرح کنی گفت نعم","[[ 9.9822471e-04 -7.4755499e-06  1.3547217e-02 ...  1.9195551e-02
   3.7993072e-05  1.5499568e-02]]",غزلیات مولوی,1638
1357,"ای خوشا روز که پیش چو تو سلطان میرم	پیش کان شکر تو شکرافشان میرم
صد هزاران گل صدبرگ ز خاکم روید	چونک در سایه آن سرو گلستان میرم
ای بسا دست که خایند حریصان حیات	چونک در پای تو من دست فشانان میرم
شربت مرگ چو اندر قدح من ریزی	بر قدح بوسه دهم مست و خرامان میرم
چون به بوی خوش یک سیب تو موسی جان داد	پس عجب نیست کز آسیب تو چون جان میرم
چون خزان از خبر مرگ اگر زرد شوم	چون بهار از لب خندان تو خندان میرم
بارها مردم من وز دم تو زنده شدم	گر بمیرم ز تو صد بار بدان سان میرم
من پراکنده بدم خاک بدم جمع شدم	پیش جمع تو نشاید که پریشان میرم
همچو فرزند که اندر بر مادر میرد	در بر رحمت و بخشایش رحمان میرم
چه حدیث است کجا مرگ بود عاشق را	این محالت که در چشمه حیوان میرم
شمس تبریز کسانی که به تو زنده نیند	سوی تو زنده شوم از سوی ایشان میرم",[[0.00863808 0.00603765 0.01006585 ... 0.04824949 0.00278323 0.0067923 ]],غزلیات مولوی,1639
1358,"گر تو خواهی که تو را بی کس و تنها نکنم	وامقت باشم هر لحظه و عذرا نکنم
این تعلق به تو دارد سر رشته مگذار	کژ مباز ای کژ کژباز مکن تا نکنم
گفته ای جان دهمت نان جوین می ندهی	بی خبر دانیم ار هیچ مکافا نکنم
گوش تو تا بنمالم نگشاید چشمت	دهمت بیم مبارات تو اما نکنم
متفرق شود اجزای تو هنگام اجل	تو گمان برده که جمعیت اجزا نکنم
منشی روز و شبم نیست شود هست کنم	پس چرا روز تو را عاقبت انشا نکنم
هر دمی حشر نوستت ز ترح تا به فرح	پس چرا صبر تو را شکر شکرخا نکنم
هر کسی عاشق کاری ز تقاضای من است	پس چه شد کار جزا را که تقاضا نکنم
تا ز زهدان جهان همچو جنینت نبرم	در جهان خرد و عقل تو را جا نکنم
گلشن عقل و خرد پرگل و ریحان طری است	چشم بستی به ستیزه که تماشا نکنم
طبل باز شهم ای باز بر این بانگ بیا	پیش از آن که بروم نظم غزل ها نکنم",[[0.00895484 0.04813047 0.00858456 ... 0.01323969 0.01375324 0.01367735]],غزلیات مولوی,1640
1359,"من چو در گور درون خفته همی فرسایم	چو بیایی به زیارت سره بیرون آیم
نفخ صور منی و محشر من پس چه کنم	مرده و زنده بدان جا که تویی آن جایم
مثل نای جمادیم و خمش بی لب تو	چه نواها زنم آن دم که دمی در نایم
نی مسکین تو با شکرلب خو کرده ست	یاد کن از من مسکین که تو را می پایم
چون نیابم مه رویت سر خود می بندم	چون نیابم لب نوشت کف خود می خایم",[[0.00543285 0.00076379 0.00549539 ... 0.00926958 0.00180407 0.01560159]],غزلیات مولوی,1641
1360,"ساقیا ما ز ثریا به زمین افتادیم	گوش خود بر دم شش تای طرب بنهادیم
دل رنجور به طنبور نوایی دارد	دل صدپاره خود را به نوایش دادیم
به خرابات بدستیم از آن رو مستیم	کوی دیگر نشناسیم در این کو زادیم
ساقیا زین همه بگذر بده آن جام شراب	همه را جمله یکی کن که در این افرادیم
همه را غرق کن و بازرهان زین اعداد	مزه ای بخش که ما بی مزه اعدادیم
دل ما یافت از این باده عجایب بویی	لاجرم از دم این باده لطیف اورادیم
از برون خسته یاریم و درون رسته یار	لاجرم مست و طربناک و قوی بنیادیم
همه مستیم و خرابیم و فنای ره دوست	در خرابات فنا عاقله ایجادیم
هله خاموش بیارام عروسی داریم	هله گردک بنشینیم که ما دامادیم","[[ 7.6861801e-03 -3.9603161e-05  4.2529269e-03 ...  1.0791866e-02
   1.8883786e-03  1.8449597e-02]]",غزلیات مولوی,1642
1361,"گر تو مستی بر ما آی که ما مستانیم	ور نه ما عشوه و ناموس کسی نستانیم
یوسفانند که درمان دل پردردند	که ز مستی بندانند که ما درمانیم
ور بدانند حق و قیمت خود درشکنند	چونک درمان سر خود گیرد ما درمانیم
ما خرابیم و خرابات ز ما شوریده ست	گنج عیشیم اگر چند در این ویرانیم
کدخدامان به خرابات همان ساقی و بس	کدخدا اوست و خدا اوست همو را دانیم
مست را با غم و اندیشه و تدبیر چه کار	که سزای سر صدریم و یا دربانیم
هر کی از صدر خبر دارد او دربان است	ما ز جان بی خبریم و بر آن جانانیم
من نخواهم که سخن گویم الا ساقی	می دمد در دل ما زانک چو نای انبانیم
خوش بود سیمتنی کو بنداند که کییم	بار ما می کشد و ماش همی رنجانیم
یار ما داند کو کیست ولی برشکند	خویش کاسد کند و گوید ما ارزانیم
سر فرود آرد چون شاخ تر از لطف و کرم	ما چو برگ از حذر فرقت او لرزانیم
یک زمانم بهل ای جان که خموشانه خوش است	ما سخن گوی خموشیم که چون میزانیم
بس کن ار چند بیان طرق از ارکان است	ما به ارکان به چه مشغول شویم ار کانیم","[[-1.2832987e-05  1.5996295e-04 -1.5529429e-05 ...  2.5780007e-04
  -1.0923708e-05  1.6929590e-04]]",غزلیات مولوی,1645
1362,"روز آن است که ما خویش بر آن یار زنیم	نظری سیر بر آن روی چو گلنار زنیم
مشتری وار سر زلف مه خود گیریم	فتنه و غلغله اندر همه بازار زنیم
اندرافتیم در آن گلشن چون باد صبا	همه بر جیب گل و جعد سمن زار زنیم
نفسی کوزه زنیم و نفسی کاسه خوریم	تا سبووار همه بر خم خمار زنیم
تا به کی نامه بخوانیم گه جام رسید	نامه را یک نفسی در سر دستار زنیم
چنگ اقبال ز فر رخ تو ساخته شد	واجب آید که دو سه زخمه بر آن تار زنیم
وقت شور آمد و هنگام نگه داشت نماند	ما که مستیم چه دانیم چه مقدار زنیم
خاک زر می شود اندر کف اخوان صفا	خاک در دیده این عالم غدار زنیم
می کشانند سوی میمنه ما را به طناب	خیمه عشرت از این بار در اسرار زنیم
شد جهان روشن و خوش از رخ آتشرویی	خیز تا آتش در مکسبه و کار زنیم
پاره پاره شود و زنده شود چون که طور	گر ز برق دل خود بر که و کهسار زنیم
هله باقیش تو گو که به وجود چو توی	سرد و حیف است که ما حلقه گفتار زنیم","[[-8.0429498e-05 -7.3150801e-08 -1.5378404e-06 ...  2.4511924e-04
  -1.4999633e-05 -9.2496281e-05]]",غزلیات مولوی,1646
1363,"روز شادی است بیا تا همگان یار شویم	دست با هم بدهیم و بر دلدار شویم
چون در او دنگ شویم و همه یک رنگ شویم	همچنین رقص کنان جانب بازار شویم
روز آن است که خوبان همه در رقص آیند	ما ببندیم دکان ها همه بی کار شویم
روز آن است که تشریف بپوشد جان ها	ما به مهمان خدا بر سر اسرار شویم
روز آن است که در باغ بتان خیمه زنند	ما به نظاره ایشان سوی گلزار شویم","[[ 3.5702386e-05 -2.0586757e-08 -2.8969914e-06 ...  2.7399210e-04
  -2.1308295e-05 -3.0684759e-04]]",غزلیات مولوی,1647
1364,"ساقیا عربده کردیم که در جنگ شویم	می گلرنگ بده تا همه یک رنگ شویم
صورت لطف سقی الله تویی در دو جهان	رخ می رنگ نما تا همگان دنگ شویم
باده منسوخ شود چون به صفت باده شویم	بنگ منسوخ شود چون همگی بنگ شویم
هین که اندیشه و غم پهلوی ما خانه گرفت	باده ده تا که از او ما به دو فرسنگ شویم
مطربا بهر خدا زخمه مستانه بزن	تا ز زخمه خوش تو ساخته چون چنگ شویم
مجلس قیصر روم است بده صیقل دل	تا که چون آینه جان همه بی رنگ شویم
یک جهان تنگ دل و ما ز فراخی نشاط	یک نفس عاشق آنیم که دلتنگ شویم
دشمن عقل کی دیده ست کز آمیزش او	همه عقل و همه علم و همه فرهنگ شویم
شمس تبریز چو در باغ صفا رو بنمود	زود در گردن عشقش همه آونگ شویم",[[0.00738867 0.00093859 0.00896459 ... 0.011943   0.0087039  0.01127037]],غزلیات مولوی,1648
1365,"وقت آن شد که به زنجیر تو دیوانه شویم	بند را برگسلیم از همه بیگانه شویم
جان سپاریم دگر ننگ چنین جان نکشیم	خانه سوزیم و چو آتش سوی میخانه شویم
تا نجوشیم از این خنب جهان برناییم	کی حریف لب آن ساغر و پیمانه شویم
سخن راست تو از مردم دیوانه شنو	تا نمیریم مپندار که مردانه شویم
در سر زلف سعادت که شکن در شکن است	واجب آید که نگونتر ز سر شانه شویم
بال و پر باز گشاییم به بستان چو درخت	گر در این راه فنا ریخته چون دانه شویم
گر چه سنگیم پی مهر تو چون موم شویم	گر چه شمعیم پی نور تو پروانه شویم
گر چه شاهیم برای تو چو رخ راست رویم	تا بر این نطع ز فرزین تو فرزانه شویم
در رخ آینه عشق ز خود دم نزنیم	محرم گنج تو گردیم چو پروانه شویم
ما چو افسانه دل بی سر و بی پایانیم	تا مقیم دل عشاق چو افسانه شویم
گر مریدی کند او ما به مرادی برسیم	ور کلیدی کند او ما همه دندانه شویم
مصطفی در دل ما گر ره و مسند نکند	شاید ار ناله کنیم استن حنانه شویم
نی خمش کن که خموشانه بباید دادن	پاسبان را چو به شب ما سوی کاشانه شویم","[[ 0.01708345  0.00297488  0.01879754 ...  0.0031603  -0.0003864
   0.01514322]]",غزلیات مولوی,1649
1366,"خوش بنوشم تو اگر زهر نهی در جامم	پخته و خام تو را گر نپذیرم خامم
عاشق هدیه نیم عاشق آن دست توام	سنقر دانه نیم ایبک بند دامم
از تغار تو اگر خون رسدم همچو سگان	گر من آن را قدح خاص ندانم عامم
غنچه و خار تو را دایه شوم همچو زمین	تا سمعنا و اطعنا کنی ای جان نامم
ملخ حکم تو تا مزرعه ام را بچرید	گر نگردم تلف تو علف ایامم
ساقی صبر بیا رطل گرانم درده	تا چو ریگش به یکی بار فروآشامم
گوییم شپشپی و چون پشه بی آرامی	چون دلارام نیابم به چه چیز آرامم
همچو دزدان ز عسس من همه شب در بیمم	همچو خورشیدپرستان به سحر بر بامم
مهر غیر تو بود در دل من مهر ضلال	شکر غیر تو بود در سر من سرسامم
به زبان گر نکنم یاد شکرخانه تو	کام و ناکام بود لذت آن در کامم
خبر رشک تو می آرد اشک تر من	نه به تقلید بل از دیده دهد پیغامم",[[0.00524611 0.0054332  0.01525349 ... 0.00843061 0.00669712 0.01308171]],غزلیات مولوی,1650
1367,"ما سر و پنجه و قوت نه از این جان داریم	ما کر و فر سعادت نه ز کیوان داریم
آتش دولت ما نیست ز خورشید و اثیر	سبحات رخ تابنده ز سبحان داریم
رگ و پی نی و در آن دجله خون می جوشیم	دست و پا نی و در آن معرکه جولان داریم
هفت دریا بر ما غرقه یک قطره بود	که به کف شعشعه جوهر انسان داریم
چه کم ار سر نبود چونک سراسر جانیم	چه غم ار زر نبود چون مدد از کان داریم
بوهریره صفتیم و به گه داد و ستد	دل بدان سابقه و دست در انبان داریم
اهرمن دیو و پری جمله به جان عاشق ماست	چونک در عشق خدا ملک سلیمان داریم
در چه و حبس جهان گر چه رهین دلویم	چند یعقوب دل آشفته به کنعان داریم
شمس تبریز شهنشاه همه مردان است	ما از آن قطب جهان حجت و برهان داریم",[[0.00547043 0.01016654 0.00846301 ... 0.0102894  0.00847415 0.01240761]],غزلیات مولوی,1651
1368,"تا که ما از نظر و خوبی تو باخبریم	از بد و نیک جهان همچو جهان بی خبریم
نظری کرد سوی خوبی تو دیده ما	از پیروی تو تا حشر غلام نظریم
دین ما مهر تو و مذهب ما خدمت تو	تا نگویی که در این عشق تو ما مختصریم
زهر بر یاد یکی نوش تو ای آهوچشم	گر به از نوش ننوشیم پس از سگ بتریم",[[0.00356837 0.0451973  0.00505056 ... 0.0261672  0.00372384 0.02643525]],غزلیات مولوی,1654
1369,"هم به درد این درد را درمان کنم	هم به صبر این کار را آسان کنم
یا برآرم پای جان زین آب و گل	یا دل و جان وقف دلداران کنم
داغ پروانه ستم از شمع الست	خدمت شمع همان سلطان کنم
عشق مهمان شد بر این سوخته	یک دلی دارم پیش قربان کنم
نفس اگر چون گربه گوید که میاو	گربه وارش من در این انبان کنم
از ملولی هر کی گرداند سری	درکشم در چرخش و گردان کنم
آن ملولی دنبل بی عشقی است	جان او را عاشق ایشان کنم
عاشقی چه بود کمال تشنگی	پس بیان چشمه حیوان کنم
من نگویم شرح او خامش کنم	آنچ اندر شرح ناید آن کنم",[[0.00166134 0.01501068 0.00611061 ... 0.01041209 0.01165953 0.02374709]],غزلیات مولوی,1656
1370,"می رسد بوی جگر از دو لبم	می برآید دودها از یاربم
می بنالد آسمان از آه من	جان سپردن هر دمی شد مذهبم
اندکی دانستیی از حال من	گر خبر بودی شبت را از شبم
مکتب تعلیم عشاق آتش است	من شب و روز اندرون مکتبم
روی خود بر روی زرد من بنه	دست نه بر سینه ام کاندر تبم
گفتمش گویم به گوشت یک سخن	گفت ترسم تا نسوزد غبغبم
گفتمش دور از جمالت چشم بد	چشم من نزدیک اگر چه معجبم",[[0.00767307 0.00495425 0.00782897 ... 0.01370867 0.00490916 0.02216659]],غزلیات مولوی,1657
1371,"عاشقم از عاشقان نگریختم	وز مصاف ای پهلوان نگریختم
حمله بردم سوی شیران همچو شیر	همچو روبه از میان نگریختم
قصد بام آسمان می داشتم	از میان نردبان نگریختم
چون که من دارو بدم هر درد را	از صداع این و آن نگریختم
هیچ دیدی دارو کز دردی گریخت	داروم من همچنان نگریختم
پیرو پیغامبران بودم به جان	من ز تهدید خسان نگریختم
زنده کوشم در شکار زندگی	زنده باشم چون ز جان نگریختم
چشم تیراندازش آنگه یافتم	که ز تیر خرکمان نگریختم
زخم تیغ و تیر من منصور شد	چون که از زخم سنان نگریختم
بحر قندم از ترش باکیم نیست	سودمندم از زیان نگریختم
شمس تبریزی چو آمد آشکار	ز آشکارا و نهان نگریختم",[[0.00521755 0.00567112 0.00574823 ... 0.00726359 0.0092947  0.01068614]],غزلیات مولوی,1658
1372,"دست من گیر ای پسر خوش نیستم	ای قد تو چون شجر خوش نیستم
نی بهل دستم که رنجم از دل است	درد دل را گلشکر خوش نیستم
تا تو رفتی قوت و صبرم برفت	تا تو رفتی من دگر خوش نیستم
دست ها را چون کمر کن گرد من	هین که من بی این کمر خوش نیستم
ناتوانم رفتم از دست ای حکیم	دست بر من نه مگر خوش نیستم
ای گرفته آتشت زیر و زبر	این چنین زیر و زبر خوش نیستم
چه خبر پرسی که بی جام لبت	باخبر یا بی خبر خوش نیستم
سر همی پیچم به هر سو همچنین	چیست یعنی من ز سر خوش نیستم
چشم می بندم به هر دم تا به دیر	زانک بی تو با نظر خوش نیستم","[[ 2.8164400e-04 -1.3485967e-05  1.0905601e-02 ...  6.1348234e-03
   1.2396763e-02  7.4809850e-03]]",غزلیات مولوی,1659
1373,"ای گزیده یار چونت یافتم	ای دل و دلدار چونت یافتم
می گریزی هر زمان از کار ما	در میان کار چونت یافتم
چند بارم وعده کردی و نشد	ای صنم این بار چونت یافتم
زحمت اغیار آخر چند چند	هین که بی اغیار چونت یافتم
ای دریده پرده های عاشقان	پرده را بردار چونت یافتم
ای ز رویت گلستان ها شرمسار	در گل و گلزار چونت یافتم
ای دل اندک نیست زخم چشم بد	پس مگو بسیار چونت یافتم
ای که در خوابت ندیده خسروان	این عجب بیدار چونت یافتم
شمس تبریزی که انوار از تو تافت	اندر آن انوار چونت یافتم",[[0.0063262  0.00470956 0.01119099 ... 0.00557243 0.00347474 0.01962695]],غزلیات مولوی,1660
1374,"سالکان راه را محرم شدم	ساکنان قدس را همدم شدم
طارمی دیدم برون از شش جهت	خاک گشتم فرش آن طارم شدم
خون شدم جوشیده در رگ های عشق	در دو چشم عاشقانش نم شدم
گه چو عیسی جملگی گشتم زبان	گه دل خاموش چون مریم شدم
آنچ از عیسی و مریم یاوه شد	گر مرا باور کنی آن هم شدم
پیش نشترهای عشق لم یزل	زخم گشتم صد ره و مرهم شدم
هر قدم همراه عزرائیل بود	جان مبادم گر از او درهم شدم
رو به رو با مرگ کردم حرب ها	تا ز عین مرگ من خرم شدم
سست کردم تنگ هستی را تمام	تا که بر زین بقا محکم شدم
بانگ نای لم یزل بشنو ز من	گر چو پشت چنگ اندر خم شدم
رو نمود الله اعلم مر مرا	کشته الله و پس اعلم شدم
عید اکبر شمس تبریزی بود	عید را قربانی اعظم شدم",[[0.00250759 0.00495716 0.01257345 ... 0.00893177 0.00470708 0.01239014]],غزلیات مولوی,1661
1375,"بوی آن خوب ختن می آیدم	بوی یار سیمتن می آیدم
می رسد در گوش بانگ بلبلان	بوی باغ و یاسمن می آیدم
درد چون آبستنان می گیردم	طفل جان اندر چمن می آیدم
بوی زلف مشکبار روح قدس	همچو جان اندر بدن می آیدم
یوسفم افتاده در چاه فراق	از شه مصر آن رسن می آیدم
من شهید عشقم و پرخون کفن	خونبها اندر کفن می آیدم
بر سرم نه آن کلاه خسروی	کان چنان شیرین ذقن می آیدم
سر نهادم همچو شمع اندر لگن	سر نگر کاندر لگن می آیدم
جان ها بر بام تن صف صف زدند	کان قباد صف شکن می آیدم
گوییا آن چنگ عشرت ساز یافت	تا نوای تن تنن می آیدم
گوییا ساقی جان بر کار شد	تا چنین می در دهن می آیدم
یا ز شعشاع عقیق احمدی	بوی رحمان از یمن می آیدم
یا ز بوی شمس تبریزی ز عشق	نعره ها بی خویشتن می آیدم","[[-6.4717766e-05  2.0790063e-03  7.4645439e-03 ...  6.2026880e-03
  -2.5026256e-04  1.0597359e-02]]",غزلیات مولوی,1662
1376,"نو به نو هر روز باری می کشم	وین بلا از بهر کاری می کشم
زحمت سرما و برف ماه دی	بر امید نوبهاری می کشم
پیش آن فربه کن هر لاغری	این چنین جسم نزاری می کشم
از دو صد شهرم اگر بیرون کنند	بهر عشق شهریاری می کشم
گر دکان و خانه ام ویران شود	بر وفای لاله زاری می کشم
عشق یزدان پس حصاری محکم است	رخت جان اندر حصاری می کشم
ناز هر بیگانه سنگین دلی	بهر یاری بردباری می کشم
بهر لعلش کوه و کانی می کنم	بهر آن گل بار خاری می کشم
بهر آن دو نرگس مخمور او	همچو مخموران خاری می کشم
بهر صیدی کو نمی گنجد به دام	دام و داهول شکاری می کشم
گفت ای غم تا قیامت می کشی	می کشم ای دوست آری می کشم
سینه غار و شمس تبریزی است یار	سخره بهر یار غاری می کشم",[[0.00918149 0.00357226 0.0053489  ... 0.00632114 0.00492576 0.01757463]],غزلیات مولوی,1663
1377,"می شناسد پرده جان آن صنم	چون نداند پرده را صاحب حرم
چون ز پرده قصد عقل ما کند	تو فسون بر ما مخوان و برمدم
کس ندارد طاقت ما آن نفس	عاقل از ما می رمد دیوانه هم
آن چنان کردیم ما مجنون که دوش	ماه می انداخت از غیرت علم
پرده هایی می نوازد پرده در	تارهایی می زند بی زیر و بم
عقل و جان آن جا کند رقص الجمل	کو بدرد پرده شادی و غم
این نفس آن پرده را از سر گرفت	ما به سر رقصان چو بر کاغذ قلم","[[-2.1990081e-05  3.9506545e-03  4.7817533e-03 ... -2.1627953e-05
   4.4211332e-04  1.9529477e-02]]",غزلیات مولوی,1664
1378,"عاشقی بر من پریشانت کنم	کم عمارت کن که ویرانت کنم
گر دو صد خانه کنی زنبوروار	چون مگس بی خان و بی مانت کنم
تو بر آنک خلق را حیران کنی	من بر آنک مست و حیرانت کنم
گر که قافی تو را چون آسیا	آرم اندر چرخ و گردانت کنم
ور تو افلاطون و لقمانی به علم	من به یک دیدار نادانت کنم
تو به دست من چو مرغی مرده ای	من صیادم دام مرغانت کنم
بر سر گنجی چو ماری خفته ای	من چو مار خسته پیچانت کنم
خواه دلیلی گو و خواهی خود مگو	در دلالت عین برهانت کنم
خواه گو لاحول خواهی خود مگو	چون شهت لاحول شیطانت کنم
چند می باشی اسیر این و آن	گر برون آیی از این آنت کنم
ای صدف چون آمدی در بحر ما	چون صدف ها گوهرافشانت کنم
بر گلویت تیغ ها را دست نیست	گر چو اسماعیل قربانت کنم
چون خلیلی هیچ از آتش مترس	من ز آتش صد گلستانت کنم
دامن ما گیر اگر تردامنی	تا چو مه از نور دامانت کنم
من همایم سایه کردم بر سرت	تا که افریدون و سلطانت کنم
هین قرائت کم کن و خاموش باش	تا بخوانم عین قرآنت کنم",[[0.00429051 0.01075072 0.00911142 ... 0.00593756 0.00882997 0.02249579]],غزلیات مولوی,1665
1379,"گفته ای من یار دیگر می کنم	بر تو دل چون سنگ مرمر می کنم
پس تو خود این گو که از تیغ جفا	عاشقی را قصد و بی سر می کنم
گوهری را زیر مرمر می کشم	مرمری را لعل و گوهر می کنم
صد هزاران مومن توحید را	بسته آن زلف کافر می کنم
عاشقان را در کشاکش همچو ماه	گاه فربه گاه لاغر می کنم
کله های عشق را از خنب جان	کیل باده همچو ساغر می کنم
باغ دل سرسبز و تر باشد ولیک	از فراقش خشک و بی بر می کنم
گلبنان را جمله گردن می زنم	قصد شاخ تازه و تر می کنم
چونک بی من باغ حال خود بدید	جور هشتم داد و داور می کنم
از بهار وصل بر بیمار دی	مغفرت را روح پرور می کنم
بار دیگر از بر سیمین خود	دست بی سیمان پر از زر می کنم
بندگان خویش را بر هر دو کون	خسرو و خاقان و سنجر می کنم
شمس تبریزی همی گوید به روح	من ز عین روح سرور می کنم",[[0.00830456 0.00204725 0.00412816 ... 0.00961837 0.00107518 0.0085983 ]],غزلیات مولوی,1666
1380,"من ز وصلت چون به هجران می روم	در بیابان مغیلان می روم
من به خود کی رفتمی او می کشد	تا نپنداری که خواهان می روم
چشم نرگس خیره در من مانده ست	کز میان باغ و بستان می روم
عقل هم انگشت خود را می گزد	زانک جان این جاست و بی جان می روم
دست ناپیدا گریبان می کشد	من پی دست و گریبان می روم
این چنین پیدا و پنهان دست کیست	تا که من پیدا و پنهان می روم
این همان دست است کاول او مرا	جمع کرد و من پریشان می روم
در تماشای چنین دست عجب	من شدم از دست و حیران می روم
من چو از دریای عمان قطره ام	قطره قطره سوی عمان می روم
من چو از کان معانی یک جوم	همچنین جو جو بدان کان می روم
من چو از خورشید کیوان ذره ام	ذره ذره سوی کیوان می روم
این سخن پایان ندارد لیک من	آمدم زان سر به پایان می روم","[[ 0.00474659  0.01741131  0.0097016  ...  0.00877746 -0.00114895
   0.01488615]]",غزلیات مولوی,1667
1381,"من به سوی باغ و گلشن می روم	تو نمی آیی میا من می روم
روز تاریک است بی رویش مرا	من برای شمع روشن می روم
جان مرا هشته ست و پیشین می رود	جان همی گوید که بی تن می روم
بوی سیب آمد مرا از باغ جان	مست گشتم سیب خوردن می روم
عیش باقی شد مرا آن جا که من	از برای عیش کردن می روم
من به هر بادی نگردم زانک من	در رهش چون کوه آهن می روم
من گریبان را دریدم از فراق	در پی او همچو دامن می روم
آتشم گر چه به صورت روغنم	و اندر آتش همچو روغن می روم
همچو کوهی می نمایم لیک من	ذره ذره سوی روزن می روم","[[ 4.8366852e-05  1.1955935e-06 -1.6513304e-06 ... -4.4025123e-06
  -1.5334668e-05 -1.7722367e-04]]",غزلیات مولوی,1668
1382,"آتشی نو در وجود اندرزدیم	در میان محو نو اندرشدیم
نیک و بد اندر جهان هستی است	ما نه نیکیم ای برادر نی بدیم
هر چه چرخ دزد از ما برده بود	شب عسس رفتیم و از وی بستدیم
ما یکی بودیم با صد ما و من	یک جوی زان یک نماند و ما صدیم
از خودی نارفته نتوان آمدن	از خودی رفتیم وانگه آمدیم
قد ما شد پست اندر قد عشق	قد ما چون پست شد عالی قدیم
پیشه مردی ز حق آموختیم	پهلوان عشق و یار احمدیم
بیست و نه حرف است بر لوح وجود	حرف ها شستیم و اندر ابجدیم
سعد شمس الدین تبریزی بتافت	وز قران سعد او ما اسعدیم",[[0.00322416 0.00127516 0.00813006 ... 0.01042611 0.00294222 0.01388864]],غزلیات مولوی,1669
1383,"ما به خرمنگاه جان بازآمدیم	جانب شه همچو شهباز آمدیم
سیر گشتیم از غریبی و فراق	سوی اصل و سوی آغاز آمدیم
وارهیدیم از گدایی و نیاز	پای کوبان جانب ناز آمدیم
در کنار محرمان جان پروریم	چونک اندر پرده راز آمدیم
او کمند انداخت و ما را برکشید	ما به دست صانع انگاز آمدیم
پیش از آن کاین خانه ویران کرد اجل	حمدلله خانه پرداز آمدیم
نان ما پخته ست و بویش می رسد	تا به بوی نان به خباز آمدیم
هین خمش کن تا بگوید ترجمان	کز مذلت سوی اعزاز آمدیم","[[ 0.00312597  0.00092536  0.00062452 ...  0.00220947 -0.00022496
   0.00748069]]",غزلیات مولوی,1670
