,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
58,LASER,29,باید به زیر دستان احترام گذاشت,376,ما شبی دست برآریم و دعایی بکنیم غم هجران تو را چاره ز جایی بکنیم دل بیمار شد از دست رفیقان مددی تا طبیبش به سر آریم و دوایی بکنیم آن که بی جرم برنجید و به تیغم زد و رفت بازش آرید خدا را که صفایی بکنیم خشک شد بیخ طرب راه خرابات کجاست تا در آن آب و هوا نشو و نمایی بکنیم مدد از خاطر رندان طلب ای دل ور نه کار صعب است مبادا که خطایی بکنیم سایه طایر کم حوصله کاری نکند طلب از سایه میمون همایی بکنیم دلم از پرده بشد حافظ خوشگوی کجاست تا به قول و غزلش ساز نوایی بکنیم,1,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]","[[ 0.02793087 -0.00010644 -0.00187019 ...  0.00846475  0.01684454
   0.01805801]]"
59,LASER,29,باید به زیر دستان احترام گذاشت,60,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,2,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]","[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
60,LASER,30,نباید مغرور باشیم,198,واعظان کاین جلوه در محراب و منبر می‌کنند چون به خلوت می‌روند آن کار دیگر می‌کنند مشکلی دارم ز دانشمند مجلس بازپرس توبه فرمایان چرا خود توبه کمتر می‌کنند گوییا باور نمی‌دارند روز داوری کاین همه قلب و دغل در کار داور می‌کنند یا رب این نودولتان را با خر خودشان نشان کاین همه ناز از غلام ترک و استر می‌کنند ای گدای خانقه برجه که در دیر مغان می‌دهند آبی که دل‌ها را توانگر می‌کنند حسن بی‌پایان او چندان که عاشق می‌کشد زمره دیگر به عشق از غیب سر بر می‌کنند بر در میخانه عشق ای ملک تسبیح گوی کاندر آن جا طینت آدم مخمر می‌کنند صبحدم از عرش می‌آمد خروشی عقل گفت قدسیان گویی که شعر حافظ از بر می‌کنند,1,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 1.7097902e-02 -2.6723035e-06  4.9828090e-05 ...  1.3454546e-02
   5.2621387e-02  1.0780392e-02]]"
61,LASER,30,نباید مغرور باشیم,412,خط عذار یار که بگرفت ماه از او خوش حلقه‌ایست لیک به در نیست راه از او ابروی دوست گوشه محراب دولت است آن جا بمال چهره و حاجت بخواه از او ای جرعه نوش مجلس جم سینه پاک دار کیینه‌ایست جام جهان بین که آه از او کردار اهل صومعه‌ام کرد می پرست این دود بین که نامه من شد سیاه از او سلطان غم هر آن چه تواند بگو بکن من برده‌ام به باده فروشان پناه از او ساقی چراغ می به ره آفتاب دار گو برفروز مشعله صبحگاه از او آبی به روزنامه اعمال ما فشان باشد توان سترد حروف گناه از او حافظ که ساز مطرب عشاق ساز کرد خالی مباد عرصه این بزمگاه از او آیا در این خیال که دارد گدای شهر روزی بود که یاد کند پادشاه از او,2,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 0.0502362  -0.00028213  0.00367082 ... -0.00062863  0.03660793
   0.03091469]]"
62,LASER,31,باید خطاهای دیگران را ببخشیم,131,به آب روشن می عارفی طهارت کرد علی الصباح که میخانه را زیارت کرد همین که ساغر زرین خور نهان گردید هلال عید به دور قدح اشارت کرد خوشا نماز و نیاز کسی که از سر درد به آب دیده و خون جگر طهارت کرد امام خواجه که بودش سر نماز دراز به خون دختر رز خرقه را قصارت کرد دلم ز حلقه زلفش به جان خرید آشوب چه سود دید ندانم که این تجارت کرد اگر امام جماعت طلب کند امروز خبر دهید که حافظ به می طهارت کرد,1,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]","[[ 2.1853426e-02 -9.9660087e-05  6.1281002e-03 ...  2.3462394e-02
   3.0926596e-02  1.0174906e-02]]"
63,LASER,31,باید خطاهای دیگران را ببخشیم,433,ای دل مباش یک دم خالی ز عشق و مستی وان گه برو که رستی از نیستی و هستی گر جان به تن ببینی مشغول کار او شو هر قبله‌ای که بینی بهتر ز خودپرستی با ضعف و ناتوانی همچون نسیم خوش باش بیماری اندر این ره بهتر ز تندرستی در مذهب طریقت خامی نشان کفر است آری طریق دولت چالاکی است و چستی تا فضل و عقل بینی بی‌معرفت نشینی یک نکته‌ات بگویم خود را مبین که رستی در آستان جانان از آسمان میندیش کز اوج سربلندی افتی به خاک پستی خار ار چه جان بکاهد گل عذر آن بخواهد سهل است تلخی می در جنب ذوق مستی صوفی پیاله پیما حافظ قرابه پرهیز ای کوته آستینان تا کی درازدستی,2,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]","[[ 3.2030867e-04 -5.3729553e-05  5.6267884e-02 ...  6.2861951e-04
   4.0524765e-03  2.9549431e-02]]"
64,LASER,32,باید کم گویی کرد,492,ای پادشه خوبان داد از غم تنهایی دل بی تو به جان آمد وقت است که بازآیی دایم گل این بستان شاداب نمی‌ماند دریاب ضعیفان را در وقت توانایی دیشب گله زلفش با باد همی‌کردم گفتا غلطی بگذر زین فکرت سودایی صد باد صبا این جا با سلسله می‌رقصند این است حریف ای دل تا باد نپیمایی مشتاقی و مهجوری دور از تو چنانم کرد کز دست بخواهد شد پایاب شکیبایی یا رب به که شاید گفت این نکته که در عالم رخساره به کس ننمود آن شاهد هرجایی ساقی چمن گل را بی روی تو رنگی نیست شمشاد خرامان کن تا باغ بیارایی ای درد توام درمان در بستر ناکامی و ای یاد توام مونس در گوشه تنهایی در دایره قسمت ما نقطه تسلیمیم لطف آن چه تو اندیشی حکم آن چه تو فرمایی فکر خود و رای خود در عالم رندی نیست کفر است در این مذهب خودبینی و خودرایی زین دایره مینا خونین جگرم می ده تا حل کنم این مشکل در ساغر مینایی حافظ شب هجران شد بوی خوش وصل آمد شادیت مبارک باد ای عاشق شیدایی,1,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]","[[ 4.7322344e-03 -4.2501902e-05  2.1896502e-03 ...  5.7236915e-03
   2.0149020e-02  1.8884227e-02]]"
65,LASER,32,باید کم گویی کرد,376,ما شبی دست برآریم و دعایی بکنیم غم هجران تو را چاره ز جایی بکنیم دل بیمار شد از دست رفیقان مددی تا طبیبش به سر آریم و دوایی بکنیم آن که بی جرم برنجید و به تیغم زد و رفت بازش آرید خدا را که صفایی بکنیم خشک شد بیخ طرب راه خرابات کجاست تا در آن آب و هوا نشو و نمایی بکنیم مدد از خاطر رندان طلب ای دل ور نه کار صعب است مبادا که خطایی بکنیم سایه طایر کم حوصله کاری نکند طلب از سایه میمون همایی بکنیم دلم از پرده بشد حافظ خوشگوی کجاست تا به قول و غزلش ساز نوایی بکنیم,2,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]","[[ 0.02793087 -0.00010644 -0.00187019 ...  0.00846475  0.01684454
   0.01805801]]"
66,LASER,33,نباید در خوردن زیاده‌روی کرد,30,آن شب قدری که گویند اهل خلوت امشب است یا رب این تاثیر دولت در کدامین کوکب است تا به گیسوی تو دست ناسزایان کم رسد هر دلی از حلقه‌ای در ذکر یارب یارب است کشته چاه زنخدان توام کز هر طرف صد هزارش گردن جان زیر طوق غبغب است شهسوار من که مه آیینه دار روی اوست تاج خورشید بلندش خاک نعل مرکب است عکس خوی بر عارضش بین کفتاب گرم رو در هوای آن عرق تا هست هر روزش تب است من نخواهم کرد ترک لعل یار و جام می زاهدان معذور داریدم که اینم مذهب است اندر آن ساعت که بر پشت صبا بندند زین با سلیمان چون برانم من که مورم مرکب است آن که ناوک بر دل من زیر چشمی می‌زند قوت جان حافظش در خنده زیر لب است آب حیوانش ز منقار بلاغت می‌چکد زاغ کلک من به نام ایزد چه عالی مشرب است,1,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[-2.6994481e-04  4.2642646e-06  2.0815659e-02 ...  4.1575343e-03
   2.1143304e-02  2.0653471e-02]]"
67,LASER,33,نباید در خوردن زیاده‌روی کرد,198,واعظان کاین جلوه در محراب و منبر می‌کنند چون به خلوت می‌روند آن کار دیگر می‌کنند مشکلی دارم ز دانشمند مجلس بازپرس توبه فرمایان چرا خود توبه کمتر می‌کنند گوییا باور نمی‌دارند روز داوری کاین همه قلب و دغل در کار داور می‌کنند یا رب این نودولتان را با خر خودشان نشان کاین همه ناز از غلام ترک و استر می‌کنند ای گدای خانقه برجه که در دیر مغان می‌دهند آبی که دل‌ها را توانگر می‌کنند حسن بی‌پایان او چندان که عاشق می‌کشد زمره دیگر به عشق از غیب سر بر می‌کنند بر در میخانه عشق ای ملک تسبیح گوی کاندر آن جا طینت آدم مخمر می‌کنند صبحدم از عرش می‌آمد خروشی عقل گفت قدسیان گویی که شعر حافظ از بر می‌کنند,2,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[ 1.7097902e-02 -2.6723035e-06  4.9828090e-05 ...  1.3454546e-02
   5.2621387e-02  1.0780392e-02]]"
68,LASER,34,باید به قلب و احساسات توجه کرد,398,کرشمه‌ای کن و بازار ساحری بشکن به غمزه رونق و ناموس سامری بشکن به باد ده سر و دستار عالمی یعنی کلاه گوشه به آیین سروری بشکن به زلف گوی که آیین دلبری بگذار به غمزه گوی که قلب ستمگری بشکن برون خرام و ببر گوی خوبی از همه کس سزای حور بده رونق پری بشکن به آهوان نظر شیر آفتاب بگیر به ابروان دوتا قوس مشتری بشکن چو عطرسای شود زلف سنبل از دم باد تو قیمتش به سر زلف عنبری بشکن چو عندلیب فصاحت فروشد ای حافظ تو قدر او به سخن گفتن دری بشکن,1,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 4.0888195e-03 -3.7667185e-05  2.9655294e-03 ... -1.6396929e-05
   2.9152550e-02  3.2720704e-02]]"
69,LASER,34,باید به قلب و احساسات توجه کرد,30,آن شب قدری که گویند اهل خلوت امشب است یا رب این تاثیر دولت در کدامین کوکب است تا به گیسوی تو دست ناسزایان کم رسد هر دلی از حلقه‌ای در ذکر یارب یارب است کشته چاه زنخدان توام کز هر طرف صد هزارش گردن جان زیر طوق غبغب است شهسوار من که مه آیینه دار روی اوست تاج خورشید بلندش خاک نعل مرکب است عکس خوی بر عارضش بین کفتاب گرم رو در هوای آن عرق تا هست هر روزش تب است من نخواهم کرد ترک لعل یار و جام می زاهدان معذور داریدم که اینم مذهب است اندر آن ساعت که بر پشت صبا بندند زین با سلیمان چون برانم من که مورم مرکب است آن که ناوک بر دل من زیر چشمی می‌زند قوت جان حافظش در خنده زیر لب است آب حیوانش ز منقار بلاغت می‌چکد زاغ کلک من به نام ایزد چه عالی مشرب است,2,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[-2.6994481e-04  4.2642646e-06  2.0815659e-02 ...  4.1575343e-03
   2.1143304e-02  2.0653471e-02]]"
70,LASER,35,مردم را باید از کارهای بد باز داشت,232,دست از طلب ندارم تا کام من برآید یا تن رسد به جانان یا جان ز تن برآید بگشای تربتم را بعد از وفات و بنگر کز آتش درونم دود از کفن برآید بنمای رخ که خلقی واله شوند و حیران بگشای لب که فریاد از مرد و زن برآید جان بر لب است و حسرت در دل که از لبانش نگرفته هیچ کامی جان از بدن برآید از حسرت دهانش آمد به تنگ جانم خود کام تنگدستان کی زان دهن برآید گویند ذکر خیرش در خیل عشقبازان هر جا که نام حافظ در انجمن برآید,1,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 0.01052854 -0.00033004  0.00646788 ...  0.01718155  0.00298019
   0.02832548]]"
71,LASER,35,مردم را باید از کارهای بد باز داشت,401,نکته‌ای دلکش بگویم خال آن مه رو ببین عقل و جان را بسته زنجیر آن گیسو ببین عیب دل کردم که وحشی وضع و هرجایی مباش گفت چشم شیرگیر و غنج آن آهو ببین حلقه زلفش تماشاخانه باد صباست جان صد صاحب دل آن جا بسته یک مو ببین عابدان آفتاب از دلبر ما غافلند ای ملامتگو خدا را رو مبین آن رو ببین زلف دل دزدش صبا را بند بر گردن نهاد با هواداران ره رو حیله هندو ببین این که من در جست و جوی او ز خود فارغ شدم کس ندیده‌ست و نبیند مثلش از هر سو ببین حافظ ار در گوشه محراب می‌نالد رواست ای نصیحتگو خدا را آن خم ابرو ببین از مراد شاه منصور ای فلک سر برمتاب تیزی شمشیر بنگر قوت بازو ببین,2,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 6.7507955e-03 -6.2672778e-05  1.1801424e-02 ...  6.3603936e-04
   1.2833739e-02  2.7442204e-03]]"
72,LASER,36,باید اهل یاری کردن یکدیگر بود,269,درد عشقی کشیده‌ام که مپرس زهر هجری چشیده‌ام که مپرس گشته‌ام در جهان و آخر کار دلبری برگزیده‌ام که مپرس آن چنان در هوای خاک درش می‌رود آب دیده‌ام که مپرس من به گوش خود از دهانش دوش سخنانی شنیده‌ام که مپرس سوی من لب چه می‌گزی که مگوی لب لعلی گزیده‌ام که مپرس بی تو در کلبه گدایی خویش رنج‌هایی کشیده‌ام که مپرس همچو حافظ غریب در ره عشق به مقامی رسیده‌ام که مپرس,1,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]",[[0.01012279 0.00507326 0.04068905 ... 0.01486255 0.03075227 0.0186616 ]]
73,LASER,36,باید اهل یاری کردن یکدیگر بود,118,دلی که غیب نمای است و جام جم دارد ز خاتمی که دمی گم شود چه غم دارد به خط و خال گدایان مده خزینه دل به دست شاهوشی ده که محترم دارد نه هر درخت تحمل کند جفای خزان غلام همت سروم که این قدم دارد رسید موسم آن کز طرب چو نرگس مست نهد به پای قدح هر که شش درم دارد زر از بهای می اکنون چو گل دریغ مدار که عقل کل به صدت عیب متهم دارد ز سر غیب کس آگاه نیست قصه مخوان کدام محرم دل ره در این حرم دارد دلم که لاف تجرد زدی کنون صد شغل به بوی زلف تو با باد صبحدم دارد مراد دل ز که پرسم که نیست دلداری که جلوه نظر و شیوه کرم دارد ز جیب خرقه حافظ چه طرف بتوان بست که ما صمد طلبیدیم و او صنم دارد,2,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]","[[ 0.00476471 -0.00011638 -0.00126065 ...  0.00196853  0.01462232
   0.00684099]]"
74,LASER,37,باید در هنگام پیمان بستن دقت کنیم,157,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,1,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 0.00385895 -0.00019379  0.01608104 ...  0.00134348  0.00752306
   0.03418935]]"
75,LASER,37,باید در هنگام پیمان بستن دقت کنیم,292,بامدادان که ز خلوتگه کاخ ابداع شمع خاور فکند بر همه اطراف شعاع برکشد آینه از جیب افق چرخ و در آن بنماید رخ گیتی به هزاران انواع در زوایای طربخانه جمشید فلک ارغنون ساز کند زهره به آهنگ سماع چنگ در غلغله آید که کجا شد منکر جام در قهقهه آید که کجا شد مناع وضع دوران بنگر ساغر عشرت برگیر که به هر حالتی این است بهین اوضاع طره شاهد دنیی همه بند است و فریب عارفان بر سر این رشته نجویند نزاع عمر خسرو طلب ار نفع جهان می‌خواهی که وجودیست عطابخش کریم نفاع مظهر لطف ازل روشنی چشم امل جامع علم و عمل جان جهان شاه شجاع,2,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 0.00504549 -0.00010863  0.02651901 ...  0.04824441  0.02749096
   0.01223317]]"
76,LASER,38,در انتخاب دوست باید دقت کنیم,60,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,1,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
77,LASER,38,در انتخاب دوست باید دقت کنیم,434,با مدعی مگویید اسرار عشق و مستی تا بی‌خبر بمیرد در درد خودپرستی عاشق شو ار نه روزی کار جهان سر آید ناخوانده نقش مقصود از کارگاه هستی دوش آن صنم چه خوش گفت در مجلس مغانم با کافران چه کارت گر بت نمی‌پرستی سلطان من خدا را زلفت شکست ما را تا کی کند سیاهی چندین درازدستی در گوشه سلامت مستور چون توان بود تا نرگس تو با ما گوید رموز مستی آن روز دیده بودم این فتنه‌ها که برخاست کز سرکشی زمانی با ما نمی‌نشستی عشقت به دست طوفان خواهد سپرد حافظ چون برق از این کشاکش پنداشتی که جستی,2,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],[[0.00856478 0.02640209 0.00019959 ... 0.02427437 0.01991549 0.02009812]]
78,LASER,39,باید وفای به عهد داشته باشیم,285,دوش با من گفت پنهان کاردانی تیزهوش و از شما پنهان نشاید کرد سر می فروش گفت آسان گیر بر خود کارها کز روی طبع سخت می‌گردد جهان بر مردمان سختکوش وان گهم درداد جامی کز فروغش بر فلک زهره در رقص آمد و بربط زنان می‌گفت نوش با دل خونین لب خندان بیاور همچو جام نی گرت زخمی رسد آیی چو چنگ اندر خروش تا نگردی آشنا زین پرده رمزی نشنوی گوش نامحرم نباشد جای پیغام سروش گوش کن پند ای پسر و از بهر دنیا غم مخور گفتمت چون در حدیثی گر توانی داشت هوش در حریم عشق نتوان زد دم از گفت و شنید زان که آن جا جمله اعضا چشم باید بود و گوش بر بساط نکته دانان خودفروشی شرط نیست یا سخن دانسته گو ای مرد عاقل یا خموش ساقیا می ده که رندی‌های حافظ فهم کرد آصف صاحب قران جرم بخش عیب پوش,1,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]","[[-0.00078686 -0.0001465   0.00044876 ...  0.00488381  0.00907633
   0.02489989]]"
79,LASER,39,باید وفای به عهد داشته باشیم,157,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,2,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]","[[ 0.00385895 -0.00019379  0.01608104 ...  0.00134348  0.00752306
   0.03418935]]"
80,LASER,40,باید سعی کنیم نیکو عمل کنیم,157,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,1,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[ 0.00385895 -0.00019379  0.01608104 ...  0.00134348  0.00752306
   0.03418935]]"
81,LASER,40,باید سعی کنیم نیکو عمل کنیم,406,مزرع سبز فلک دیدم و داس مه نو یادم از کشته خویش آمد و هنگام درو گفتم ای بخت بخفتیدی و خورشید دمید گفت با این همه از سابقه نومید مشو گر روی پاک و مجرد چو مسیحا به فلک از چراغ تو به خورشید رسد صد پرتو تکیه بر اختر شب دزد مکن کاین عیار تاج کاووس ببرد و کمر کیخسرو گوشوار زر و لعل ار چه گران دارد گوش دور خوبی گذران است نصیحت بشنو چشم بد دور ز خال تو که در عرصه حسن بیدقی راند که برد از مه و خورشید گرو آسمان گو مفروش این عظمت کاندر عشق خرمن مه به جوی خوشه پروین به دو جو آتش زهد و ریا خرمن دین خواهد سوخت حافظ این خرقه پشمینه بینداز و برو,2,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[ 1.0970357e-02 -3.5917019e-05  1.0373674e-03 ...  3.0570999e-03
   3.0496633e-03  3.2054007e-02]]"
82,LASER,41,صبر یکی از صفات خردمندان است,161,خوش آمد گل وز آن خوشتر نباشد که در دستت بجز ساغر نباشد زمان خوشدلی دریاب و در یاب که دایم در صدف گوهر نباشد غنیمت دان و می خور در گلستان که گل تا هفته دیگر نباشد ایا پرلعل کرده جام زرین ببخشا بر کسی کش زر نباشد بیا ای شیخ و از خمخانه ما شرابی خور که در کوثر نباشد بشوی اوراق اگر همدرس مایی که علم عشق در دفتر نباشد ز من بنیوش و دل در شاهدی بند که حسنش بسته زیور نباشد شرابی بی خمارم بخش یا رب که با وی هیچ درد سر نباشد من از جان بنده سلطان اویسم اگر چه یادش از چاکر نباشد به تاج عالم آرایش که خورشید چنین زیبنده افسر نباشد کسی گیرد خطا بر نظم حافظ که هیچش لطف در گوهر نباشد,1,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.01478511  0.00012998 -0.00027343 ...  0.00240838  0.00774214
   0.05159697]]"
83,LASER,41,صبر یکی از صفات خردمندان است,187,مرا به رندی و عشق آن فضول عیب کند که اعتراض بر اسرار علم غیب کند کمال سر محبت ببین نه نقص گناه که هر که بی‌هنر افتد نظر به عیب کند ز عطر حور بهشت آن نفس برآید بوی که خاک میکده ما عبیر جیب کند چنان زند ره اسلام غمزه ساقی که اجتناب ز صهبا مگر صهیب کند کلید گنج سعادت قبول اهل دل است مباد آن که در این نکته شک و ریب کند شبان وادی ایمن گهی رسد به مراد که چند سال به جان خدمت شعیب کند ز دیده خون بچکاند فسانه حافظ چو یاد وقت زمان شباب و شیب کند,2,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.01150222 -0.00011118  0.00118988 ...  0.00048239  0.00857312
   0.02994437]]"
84,LASER,42,باید سختی‌ها را تحمل کرد,259,ای سرو ناز حسن که خوش می‌روی به ناز عشاق را به ناز تو هر لحظه صد نیاز فرخنده باد طلعت خوبت که در ازل ببریده‌اند بر قد سروت قبای ناز آن را که بوی عنبر زلف تو آرزوست چون عود گو بر آتش سودا بسوز و ساز پروانه را ز شمع بود سوز دل ولی بی شمع عارض تو دلم را بود گداز صوفی که بی تو توبه ز می کرده بود دوش بشکست عهد چون در میخانه دید باز از طعنه رقیب نگردد عیار من چون زر اگر برند مرا در دهان گاز دل کز طواف کعبه کویت وقوف یافت از شوق آن حریم ندارد سر حجاز هر دم به خون دیده چه حاجت وضو چو نیست بی طاق ابروی تو نماز مرا جواز چون باده باز بر سر خم رفت کف زنان حافظ که دوش از لب ساقی شنید راز,1,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 2.4286511e-03  5.1993113e-05  2.7937759e-02 ... -2.7558755e-03
   1.3342175e-02  4.1306023e-02]]"
85,LASER,42,باید سختی‌ها را تحمل کرد,60,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,2,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
86,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,365,ما بدین در نه پی حشمت و جاه آمده‌ایم از بد حادثه این جا به پناه آمده‌ایم ره رو منزل عشقیم و ز سرحد عدم تا به اقلیم وجود این همه راه آمده‌ایم سبزه خط تو دیدیم و ز بستان بهشت به طلبکاری این مهرگیاه آمده‌ایم با چنین گنج که شد خازن او روح امین به گدایی به در خانه شاه آمده‌ایم لنگر حلم تو ای کشتی توفیق کجاست که در این بحر کرم غرق گناه آمده‌ایم آبرو می‌رود ای ابر خطاپوش ببار که به دیوان عمل نامه سیاه آمده‌ایم حافظ این خرقه پشمینه مینداز که ما از پی قافله با آتش آه آمده‌ایم,1,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]","[[ 0.01704589 -0.00047405  0.05534808 ...  0.0062188   0.02597998
   0.0517182 ]]"
