,index,input_id,output_id,input_text,output_text,chapter,tag
637,801,30,412,نباید مغرور باشیم,خط عذار یار که بگرفت ماه از او خوش حلقه‌ایست لیک به در نیست راه از او ابروی دوست گوشه محراب دولت است آن جا بمال چهره و حاجت بخواه از او ای جرعه نوش مجلس جم سینه پاک دار کیینه‌ایست جام جهان بین که آه از او کردار اهل صومعه‌ام کرد می پرست این دود بین که نامه من شد سیاه از او سلطان غم هر آن چه تواند بگو بکن من برده‌ام به باده فروشان پناه از او ساقی چراغ می به ره آفتاب دار گو برفروز مشعله صبحگاه از او آبی به روزنامه اعمال ما فشان باشد توان سترد حروف گناه از او حافظ که ساز مطرب عشاق ساز کرد خالی مباد عرصه این بزمگاه از او آیا در این خیال که دارد گدای شهر روزی بود که یاد کند پادشاه از او,غزل    ۴۱۳,0
638,226,38,2814,در انتخاب دوست باید دقت کنیم,در غم یار، یار بایستی یا غمم را کنار بایستی زانچ کردم کنون پشیمانم دل امسال پار بایستی دل من شیر بیشه را ماند شیر در مرغزار بایستی تا بدانستیی ز دشمن و دوست زندگانی دو بار بایستی دشمن عیب جوی بسیارست دوستی غمگسار بایستی ماهی جان ما که پیچانست بر لب جویبار بایستی چون رضای دل تو در غم ماست یک چه باشد؟ هزار بایستی یار لاحول گوی را چه کنم یار شیرین عذار بایستی خوک دنیاست صید این خامان آهوی جان شکار بایستی همره بی وفا همی لنگد همره راهوار بایستی صد هزاران سخن نهان دارم گوش را گوشوار بایستی,3156,0
639,608,10,4528,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,Everything that irritates us about others can lead us to an understanding of ourselves,,0
640,980,48,131,باید از منافق دوری کنیم,به آب روشن می عارفی طهارت کرد علی الصباح که میخانه را زیارت کرد همین که ساغر زرین خور نهان گردید هلال عید به دور قدح اشارت کرد خوشا نماز و نیاز کسی که از سر درد به آب دیده و خون جگر طهارت کرد امام خواجه که بودش سر نماز دراز به خون دختر رز خرقه را قصارت کرد دلم ز حلقه زلفش به جان خرید آشوب چه سود دید ندانم که این تجارت کرد اگر امام جماعت طلب کند امروز خبر دهید که حافظ به می طهارت کرد,غزل    ۱۳۲,0
641,448,32,3049,باید کم گویی کرد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
642,656,15,3116,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,بدر را هم با بدی پاداش کردن نه کار مردم آزاده باشد,,0
643,406,18,3049,نباید اندوهگین شد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
644,165,7,2141,ثروت چیز خوبی است,هان ای جمال دلبر ای شاد وقت تو ما با تو بس خوشیم که خوش باد وقت تو نیکو است حال ما که نکو باد حال تو خوش باد دور چرخ کز او زاد وقت تو جان و سر تو یار که اندر دماغ ماست آن رطل های می که به ما داد وقت تو از قوت شراب به فریاد جام تو وز پرتو نشاط به فریاد وقت تو در جای می نگنجد از فخر جای تو که می کند ز عشق و فرهاد وقت تو,2241,0
645,81,15,226,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,گر چه بر واعظ شهر این سخن آسان نشود تا ریا ورزد و سالوس مسلمان نشود رندی آموز و کرم کن که نه چندان هنر است حیوانی که ننوشد می و انسان نشود گوهر پاک بباید که شود قابل فیض ور نه هر سنگ و گلی لل و مرجان نشود اسم اعظم بکند کار خود ای دل خوش باش که به تلبیس و حیل دیو مسلمان نشود عشق می‌ورزم و امید که این فن شریف چون هنرهای دگر موجب حرمان نشود دوش می‌گفت که فردا بدهم کام دلت سببی ساز خدایا که پشیمان نشود حسن خلقی ز خدا می‌طلبم خوی تو را تا دگر خاطر ما از تو پریشان نشود ذره را تا نبود همت عالی حافظ طالب چشمه خورشید درخشان نشود,غزل    ۲۲۷,0
646,770,27,99,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,دی پیر می فروش که ذکرش به خیر باد گفتا شراب نوش و غم دل ببر ز یاد گفتم به باد می‌دهدم باده نام و ننگ گفتا قبول کن سخن و هر چه باد باد سود و زیان و مایه چو خواهد شدن ز دست از بهر این معامله غمگین مباش و شاد بادت به دست باشد اگر دل نهی به هیچ در معرضی که تخت سلیمان رود به باد حافظ گرت ز پند حکیمان ملالت است کوته کنیم قصه که عمرت دراز باد,غزل    ۱۰۰,0
647,71,10,377,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,ما نگوییم بد و میل به ناحق نکنیم جامه کس سیه و دلق خود ازرق نکنیم عیب درویش و توانگر به کم و بیش بد است کار بد مصلحت آن است که مطلق نکنیم رقم مغلطه بر دفتر دانش نزنیم سر حق بر ورق شعبده ملحق نکنیم شاه اگر جرعه رندان نه به حرمت نوشد التفاتش به می صاف مروق نکنیم خوش برانیم جهان در نظر راهروان فکر اسب سیه و زین مغرق نکنیم آسمان کشتی ارباب هنر می‌شکند تکیه آن به که بر این بحر معلق نکنیم گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم حافظ ار خصم خطا گفت نگیریم بر او ور به حق گفت جدل با سخن حق نکنیم,غزل    ۳۷۸,0
648,292,21,4207,آخرت را بر دنیا باید ترجیح داد,The world was hers for the reading,,0
649,614,11,2897,باید به یتیمان کمک کرد,دشمن خود را نباید زد تبر گر توانی کشت او را با شکر,,0
650,992,49,906,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,584,0
651,846,34,3064,باید به قلب و احساسات توجه کرد,تا توانی به جهان خدمت محتاجان کن به دمی یا درمی یا قدمی یا قلمی,,0
652,825,32,3126,باید کم گویی کرد,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
653,300,25,3527,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,May you live every day of your life,,0
654,302,26,5086,انسان نباید فخر فروشی داشته باشد.,Man is the cruelest animal,,0
655,525,2,3082,ما باید از غیبت کردن پرهیز کنیم,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,,0
656,827,32,3821,باید کم گویی کرد,"Resist much, obey little",,0
657,928,42,3467,باید سختی‌ها را تحمل کرد,It takes ten times as long to put yourself back together as it does to fall apart,,0
658,462,37,3119,باید در هنگام پیمان بستن دقت کنیم,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,0
659,584,8,3072,باید قبل از سخن گفتن فکر کرد.,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران,,0
660,520,2,299,ما باید از غیبت کردن پرهیز کنیم,هزار دشمنم ار می‌کنند قصد هلاک گرم تو دوستی از دشمنان ندارم باک مرا امید وصال تو زنده می‌دارد و گر نه هر دمم از هجر توست بیم هلاک نفس نفس اگر از باد نشنوم بویش زمان زمان چو گل از غم کنم گریبان چاک رود به خواب دو چشم از خیال تو هیهات بود صبور دل اندر فراق تو حاشاک اگر تو زخم زنی به که دیگری مرهم و گر تو زهر دهی به که دیگری تریاک بضرب سیفک قتلی حیاتنا ابدا لان روحی قد طاب ان یکون فداک عنان مپیچ که گر می‌زنی به شمشیرم سپر کنم سر و دستت ندارم از فتراک تو را چنان که تویی هر نظر کجا بیند به قدر دانش خود هر کسی کند ادراک به چشم خلق عزیز جهان شود حافظ که بر در تو نهد روی مسکنت بر خاک,غزل    ۳۰۰,0
661,739,23,5538,باید فرزندان خود را به خوبی تربیت کنیم,و قال ع لکل مقبل ادبار و ما ادبر کان لم یکن ,323,0
662,357,2,2967,ما باید از غیبت کردن پرهیز کنیم,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
663,475,41,3002,صبر یکی از صفات خردمندان است,آنچه را عقل به یک عمر به دست آورده است دل به یک لحظه کوتاه به هم می ریزد,,0
664,264,7,4472,ثروت چیز خوبی است,A good book is an event in my life,,0
665,983,48,2507,باید از منافق دوری کنیم,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2736,0
666,172,11,1513,باید به یتیمان کمک کرد,تعال یا مدد العیش و السرور تعال تعال یا فرج الهم فاتح الاقفال لقائ وجهک فی الهم فالق الاصباح سقا جودک فی الفقر منتهی الاقبال تعال انک عیسی فاحی موتانا تعال و ادفع عنا خدیعه الدجال تعال انک داوود فاتخذ زردا تصون مهجتنا من اصابه الانصال تعال انک موسی تشق بحر ردی لکی تغرق فرعون سیی ئ الافعال تعال انک نوح و نحن فی الطوفان اما سفینه نوح تعد للاهوال فهم صفاتک لکن تصورت بشرا فکم لفضلک امثالهم بلا امثال یحیل طالب دنیا وجودک الاعلی و فی وجودک دنیاه باطل و محال,1369,0
667,255,2,4164,ما باید از غیبت کردن پرهیز کنیم,We have to continually be jumping off cliffs and developing our wings on the way down,,0
668,477,42,3005,باید سختی‌ها را تحمل کرد,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست,,0
669,315,32,4745,باید کم گویی کرد,I must have loved you a lot,,0
670,286,18,4956,نباید اندوهگین شد,Don't cry over someone who wouldn't cry over you,,0
671,304,27,5140,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,"When I'm good, I'm very good, but when I'm bad, I'm better.",,0
672,421,23,2967,باید فرزندان خود را به خوبی تربیت کنیم,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
673,326,38,3229,در انتخاب دوست باید دقت کنیم,We accept the love we think we deserve,,0
674,366,5,2955,باید تجارب خود را به افراد دیگر منتقل کنیم,هر کسی را سر چیزی و تمنای کسی است ما به غیر از تو نداریم تمنای دگر,,0
675,22,22,5580,میزان موفقیت به اندازه میزان رنج و تلاش است,و قال ع العلم مقرون بالعمل فمن علم عمل و العلم یهتف بالعمل فان اجابه و الا ارتحل عنه ,366,0
676,646,14,3186,باید حق‌جو وعدالت‌پیشه باشیم,حق را ز دل خالی از اندیشه طلب کن از شیشه‌ی بی می، می بی شیشه طلب کن,,0
677,18,18,5584,نباید اندوهگین شد,و قال ع لا تامنن علی خیر هذه الامه عذاب الله لقوله تعالیفلا یامن مکر الله الا القوم الخاسرون و لا تیاسن لشر هذه الامه من روح الله لقوله تعالیانه لا ییاس من روح الله الا القوم الکافرون ,377,0
678,484,44,3049,باید خسیس باشیم,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
679,514,1,2922,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,,0
680,86,18,162,نباید اندوهگین شد,گل بی رخ یار خوش نباشد بی باده بهار خوش نباشد طرف چمن و طواف بستان بی لاله عذار خوش نباشد رقصیدن سرو و حالت گل بی صوت هزار خوش نباشد با یار شکرلب گل اندام بی بوس و کنار خوش نباشد هر نقش که دست عقل بندد جز نقش نگار خوش نباشد جان نقد محقر است حافظ از بهر نثار خوش نباشد,غزل    ۱۶۳,0
681,312,31,5098,باید خطاهای دیگران را ببخشیم,There are much worse games to play,,0
682,612,11,687,باید به یتیمان کمک کرد,جائ الربیع مفتخرا فی جوارنا جائ الحبیب مبتسما وسط دارنا طیبوا و اکرموا و تعالوا التشربوا عند الحبیب مبتشرا فی عقارنا من رام مغنما و تصدی جواهرا فلیلزم الجواری وسط بحارنا,283,0
683,800,30,198,نباید مغرور باشیم,واعظان کاین جلوه در محراب و منبر می‌کنند چون به خلوت می‌روند آن کار دیگر می‌کنند مشکلی دارم ز دانشمند مجلس بازپرس توبه فرمایان چرا خود توبه کمتر می‌کنند گوییا باور نمی‌دارند روز داوری کاین همه قلب و دغل در کار داور می‌کنند یا رب این نودولتان را با خر خودشان نشان کاین همه ناز از غلام ترک و استر می‌کنند ای گدای خانقه برجه که در دیر مغان می‌دهند آبی که دل‌ها را توانگر می‌کنند حسن بی‌پایان او چندان که عاشق می‌کشد زمره دیگر به عشق از غیب سر بر می‌کنند بر در میخانه عشق ای ملک تسبیح گوی کاندر آن جا طینت آدم مخمر می‌کنند صبحدم از عرش می‌آمد خروشی عقل گفت قدسیان گویی که شعر حافظ از بر می‌کنند,غزل    ۱۹۹,0
684,547,4,4384,نباید براساس ظاهر افراد را قضاوت کرد,You can't depend on your eyes when your imagination is out of focus,,0
685,78,14,19,باید حق‌جو وعدالت‌پیشه باشیم,روزه یک سو شد و عید آمد و دل‌ها برخاست می ز خمخانه به جوش آمد و می باید خواست نوبه زهدفروشان گران جان بگذشت وقت رندی و طرب کردن رندان پیداست چه ملامت بود آن را که چنین باده خورد این چه عیب است بدین بی‌خردی وین چه خطاست باده نوشی که در او روی و ریایی نبود بهتر از زهدفروشی که در او روی و ریاست ما نه رندان ریاییم و حریفان نفاق آن که او عالم سر است بدین حال گواست فرض ایزد بگذاریم و به کس بد نکنیم وان چه گویند روا نیست نگوییم رواست چه شود گر من و تو چند قدح باده خوریم باده از خون رزان است نه از خون شماست این چه عیب است کز آن عیب خلل خواهد بود ور بود نیز چه شد مردم بی‌عیب کجاست,غزل    ۲۰,0
686,502,0,1703,باید حقوق دیگران را رعایت کنیم,علم عشق برآمد برهانم ز زحیرم به لب چشمه حیوان بکشم پای بمیرم به که مانم به که مانم که سطرلاب جهانم چو قضا حکم روانم نه امیرم نه وزیرم بروی ای عالم هستی همه را پای ببستی تو اگر جان منستی نپذیرم نپذیرم,1618,0
687,97,23,368,باید فرزندان خود را به خوبی تربیت کنیم,ما ز یاران چشم یاری داشتیم خود غلط بود آن چه ما پنداشتیم تا درخت دوستی برگی دهد حالیا رفتیم و تخمی کاشتیم گفت و گو آیین درویشی نبود ور نه با تو ماجراها داشتیم شیوه چشمت فریب جنگ داشت ما غلط کردیم و صلح انگاشتیم گلبن حسنت نه خود شد دلفروز ما دم همت بر او بگماشتیم نکته‌ها رفت و شکایت کس نکرد جانب حرمت فرونگذاشتیم گفت خود دادی به ما دل حافظا ما محصل بر کسی نگماشتیم,غزل    ۳۶۹,0
688,741,24,409,باید در برابر مشکلات استقامت داشته باشیم,ای قبای پادشاهی راست بر بالای تو زینت تاج و نگین از گوهر والای تو آفتاب فتح را هر دم طلوعی می‌دهد از کلاه خسروی رخسار مه سیمای تو جلوه گاه طایر اقبال باشد هر کجا سایه‌اندازد همای چتر گردون سای تو از رسوم شرع و حکمت با هزاران اختلاف نکته‌ای هرگز نشد فوت از دل دانای تو آب حیوانش ز منقار بلاغت می‌چکد طوطی خوش لهجه یعنی کلک شکرخای تو گر چه خورشید فلک چشم و چراغ عالم است روشنایی بخش چشم اوست خاک پای تو آن چه اسکندر طلب کرد و ندادش روزگار جرعه‌ای بود از زلال جام جان افزای تو عرض حاجت در حریم حضرتت محتاج نیست راز کس مخفی نماند با فروغ رای تو خسروا پیرانه سر حافظ جوانی می‌کند بر امید عفو جان بخش گنه فرسای تو,غزل    ۴۱۰,0
689,343,46,3705,نباید عیب دیگران را بر ملا کنیم,"Take responsibility of your own happiness, never put it in other people s hands",,0
690,927,42,3268,باید سختی‌ها را تحمل کرد,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends",,0
691,993,49,1826,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,ظننتم ایا عذال ان قد عدلتم تظنون ان الحق فیما عذلتم و ما ضائ ذاک البدر الا لاهله و غادرکم انواره فضللتم فما مل من ذاق الصبابه و الهوی و انکم ما ذقتم فمللتم و ان ذقتموا ما ذقتموه بحقها و لا مشرب العشاق یوما وصلتم,1782,0
692,771,27,235,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,اگر آن طایر قدسی ز درم بازآید عمر بگذشته به پیرانه سرم بازآید دارم امید بر این اشک چو باران که دگر برق دولت که برفت از نظرم بازآید آن که تاج سر من خاک کف پایش بود از خدا می‌طلبم تا به سرم بازآید خواهم اندر عقبش رفت به یاران عزیز شخصم ار بازنیاید خبرم بازآید گر نثار قدم یار گرامی نکنم گوهر جان به چه کار دگرم بازآید کوس نودولتی از بام سعادت بزنم گر ببینم که مه نوسفرم بازآید مانعش غلغل چنگ است و شکرخواب صبوح ور نه گر بشنود آه سحرم بازآید آرزومند رخ شاه چو ماهم حافظ همتی تا به سلامت ز درم بازآید,غزل    ۲۳۶,0
693,555,5,3072,باید تجارب خود را به افراد دیگر منتقل کنیم,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران,,0
694,536,3,3198,باید خاک وطن را دوست داشت,خوردن خاک قناعت بر ارباب خرد به ز نانی که در او منت دونان باشد,,0
695,294,22,4289,میزان موفقیت به اندازه میزان رنج و تلاش است,"Success is getting what you want, happiness is wanting what you ge",,0
696,50,0,336,باید حقوق دیگران را رعایت کنیم,چرا نه در پی عزم دیار خود باشم چرا نه خاک سر کوی یار خود باشم غم غریبی و غربت چو بر نمی‌تابم به شهر خود روم و شهریار خود باشم ز محرمان سراپرده وصال شوم ز بندگان خداوندگار خود باشم چو کار عمر نه پیداست باری آن اولی که روز واقعه پیش نگار خود باشم ز دست بخت گران خواب و کار بی‌سامان گرم بود گله‌ای رازدار خود باشم همیشه پیشه من عاشقی و رندی بود دگر بکوشم و مشغول کار خود باشم بود که لطف ازل رهنمون شود حافظ وگرنه تا به ابد شرمسار خود باشم,غزل    ۳۳۷,0
697,228,39,1633,باید وفای به عهد داشته باشیم,بیا تا قدر یک دیگر بدانیم که تا ناگه ز یک دیگر نمانیم چو مومن آینه مومن یقین شد چرا با آینه ما روگرانیم کریمان جان فدای دوست کردند سگی بگذار ما هم مردمانیم فسون قل اعوذ و قل هو الله چرا در عشق همدیگر نخوانیم غرض ها تیره دارد دوستی را غرض ها را چرا از دل نرانیم گهی خوشدل شوی از من که میرم چرا مرده پرست و خصم جانیم چو بعد از مرگ خواهی آشتی کرد همه عمر از غمت در امتحانیم کنون پندار مردم آشتی کن که در تسلیم ما چون مردگانیم چو بر گورم بخواهی بوسه دادن رخم را بوسه ده کاکنون همانیم خمش کن مرده وار ای دل ازیرا به هستی متهم ما زین زبانیم,1535,0
698,853,35,2285,مردم را باید از کارهای بد باز داشت,مطرب جان های دل برده تا به شب تا به شب همین پرده جان هایی که مست و مخمورند بر سر باده باده ای خورده در خرابات مفردان رفته خرقه آب و گل گرو کرده,2421,0
699,210,30,1772,نباید مغرور باشیم,ما در جهان موافقت کس نمی کنیم ما خانه زیر گنبد اطلس نمی کنیم مخمور و مست و تشنه و بسیارخواره ایم بس کرده اند جمله و ما بس نمی کنیم این موج رحمت است و عدو چون کف و خس است ما ترک موج دل پی هر خس نمی کنیم ما قصر و چارطاق بر این عرصه فنا چون عاد و چون ثمود مقرنس نمی کنیم جز صدر قصر عشق در آن ساحت خلود چون نوح و چون خلیل موسس نمی کنیم ما را مطار زان سوی قاف است در شکار ما قصد صید مرده چو کرکس نمی کنیم دیو سیاه غرچه فریب پلید را بر جای حور پاک معرس نمی کنیم ما آن نهاله را که بر و میوه اش جفاست در تیره خاک حرص مغرس نمی کنیم از لذتی که هست نظر را ز قدس او ما خود نظر به جان مقدس نمی کنیم خاموش نظم و قافیه را ما از این سپس از رشک غیر جنس مجنس نمی کنیم,1712,0
700,516,1,3194,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,خموشی پیشه کن در مکتب عشق که درس عاشقی بی قیل و قال است,,0
701,428,26,3005,انسان نباید فخر فروشی داشته باشد.,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست,,0
702,572,7,1412,ثروت چیز خوبی است,آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,1240,0
703,838,33,4597,نباید در خوردن زیاده‌روی کرد,She refused to be bored chiefly because she wasn't boring,,0
704,711,21,357,آخرت را بر دنیا باید ترجیح داد,غم زمانه که هیچش کران نمی‌بینم دواش جز می چون ارغوان نمی‌بینم به ترک خدمت پیر مغان نخواهم گفت چرا که مصلحت خود در آن نمی‌بینم ز آفتاب قدح ارتفاع عیش بگیر چرا که طالع وقت آن چنان نمی‌بینم نشان اهل خدا عاشقیست با خود دار که در مشایخ شهر این نشان نمی‌بینم بدین دو دیده حیران من هزار افسوس که با دو آینه رویش عیان نمی‌بینم قد تو تا بشد از جویبار دیده من به جای سرو جز آب روان نمی‌بینم در این خمار کسم جرعه‌ای نمی‌بخشد ببین که اهل دلی در میان نمی‌بینم نشان موی میانش که دل در او بستم ز من مپرس که خود در میان نمی‌بینم من و سفینه حافظ که جز در این دریا بضاعت سخن درفشان نمی‌بینم,غزل    ۳۵۸,0
705,306,28,3510,باید شکرگزار باشیم,I would always rather be happy than dignified,,0
706,758,25,4438,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,"Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life",,0
707,258,4,3297,نباید براساس ظاهر افراد را قضاوت کرد,Sometimes people are beautiful.Not in looks.Not in what they say.Just in what they are,,0
708,463,37,2962,باید در هنگام پیمان بستن دقت کنیم,حضور خاطر اگر در نماز معتبر است امید ما به نماز نکرده بیشتر است,,0
709,313,31,3904,باید خطاهای دیگران را ببخشیم,To go wrong in one's own way is better than to go right in someone else's,,0
710,441,30,2958,نباید مغرور باشیم,ما را نه غم دوزخ و نه حرص بهشت است بردار ز رخ پرده که مشتاق لقائیم,,0
711,143,46,377,نباید عیب دیگران را بر ملا کنیم,ما نگوییم بد و میل به ناحق نکنیم جامه کس سیه و دلق خود ازرق نکنیم عیب درویش و توانگر به کم و بیش بد است کار بد مصلحت آن است که مطلق نکنیم رقم مغلطه بر دفتر دانش نزنیم سر حق بر ورق شعبده ملحق نکنیم شاه اگر جرعه رندان نه به حرمت نوشد التفاتش به می صاف مروق نکنیم خوش برانیم جهان در نظر راهروان فکر اسب سیه و زین مغرق نکنیم آسمان کشتی ارباب هنر می‌شکند تکیه آن به که بر این بحر معلق نکنیم گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم حافظ ار خصم خطا گفت نگیریم بر او ور به حق گفت جدل با سخن حق نکنیم,غزل    ۳۷۸,0
712,986,48,3203,باید از منافق دوری کنیم,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,,0
713,338,44,5172,باید خسیس باشیم,"If you want to be happy, be",,0
714,101,25,336,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,چرا نه در پی عزم دیار خود باشم چرا نه خاک سر کوی یار خود باشم غم غریبی و غربت چو بر نمی‌تابم به شهر خود روم و شهریار خود باشم ز محرمان سراپرده وصال شوم ز بندگان خداوندگار خود باشم چو کار عمر نه پیداست باری آن اولی که روز واقعه پیش نگار خود باشم ز دست بخت گران خواب و کار بی‌سامان گرم بود گله‌ای رازدار خود باشم همیشه پیشه من عاشقی و رندی بود دگر بکوشم و مشغول کار خود باشم بود که لطف ازل رهنمون شود حافظ وگرنه تا به ابد شرمسار خود باشم,غزل    ۳۳۷,0
715,916,41,3099,صبر یکی از صفات خردمندان است,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,,0
716,810,31,131,باید خطاهای دیگران را ببخشیم,به آب روشن می عارفی طهارت کرد علی الصباح که میخانه را زیارت کرد همین که ساغر زرین خور نهان گردید هلال عید به دور قدح اشارت کرد خوشا نماز و نیاز کسی که از سر درد به آب دیده و خون جگر طهارت کرد امام خواجه که بودش سر نماز دراز به خون دختر رز خرقه را قصارت کرد دلم ز حلقه زلفش به جان خرید آشوب چه سود دید ندانم که این تجارت کرد اگر امام جماعت طلب کند امروز خبر دهید که حافظ به می طهارت کرد,غزل    ۱۳۲,0
717,696,19,3051,باید اهل یادگیری و دانش باشیم,آنجا که جهل مایه تمکین و سروریست باید به روز مردم دانا گریست,,0
718,579,7,5452,ثروت چیز خوبی است,و قال ع عیبک مستور ما اسعدک جدک ,225,0
719,720,22,131,میزان موفقیت به اندازه میزان رنج و تلاش است,به آب روشن می عارفی طهارت کرد علی الصباح که میخانه را زیارت کرد همین که ساغر زرین خور نهان گردید هلال عید به دور قدح اشارت کرد خوشا نماز و نیاز کسی که از سر درد به آب دیده و خون جگر طهارت کرد امام خواجه که بودش سر نماز دراز به خون دختر رز خرقه را قصارت کرد دلم ز حلقه زلفش به جان خرید آشوب چه سود دید ندانم که این تجارت کرد اگر امام جماعت طلب کند امروز خبر دهید که حافظ به می طهارت کرد,غزل    ۱۳۲,0
720,426,25,3181,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,حاصل زندگی جز این نبود که بمیرد کسی برای کسی,,0
721,660,16,116,نباید از دیگران درخواست های متعدد داشت,دل ما به دور رویت ز چمن فراغ دارد که چو سرو پایبند است و چو لاله داغ دارد سر ما فرونیاید به کمان ابروی کس که درون گوشه گیران ز جهان فراغ دارد ز بنفشه تاب دارم که ز زلف او زند دم تو سیاه کم بها بین که چه در دماغ دارد به چمن خرام و بنگر بر تخت گل که لاله به ندیم شاه ماند که به کف ایاغ دارد شب ظلمت و بیابان به کجا توان رسیدن مگر آن که شمع رویت به رهم چراغ دارد من و شمع صبحگاهی سزد ار به هم بگرییم که بسوختیم و از ما بت ما فراغ دارد سزدم چو ابر بهمن که بر این چمن بگریم طرب آشیان بلبل بنگر که زاغ دارد سر درس عشق دارد دل دردمند حافظ که نه خاطر تماشا نه هوای باغ دارد,غزل    ۱۱۷,0
722,457,35,3034,مردم را باید از کارهای بد باز داشت,عیب مردم فاش کردن بدترین عیب‌هاست عیب‌گو اول کند بی‌پرده عیب خویش را,,0
723,344,47,4228,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,I can resist anything except temptation,,0
724,571,7,270,ثروت چیز خوبی است,دارم از زلف سیاهش گله چندان که مپرس که چنان ز او شده‌ام بی سر و سامان که مپرس کس به امید وفا ترک دل و دین مکناد که چنانم من از این کرده پشیمان که مپرس به یکی جرعه که آزار کسش در پی نیست زحمتی می‌کشم از مردم نادان که مپرس زاهد از ما به سلامت بگذر کاین می لعل دل و دین می‌برد از دست بدان سان که مپرس گفت‌وگوهاست در این راه که جان بگدازد هر کسی عربده‌ای این که مبین آن که مپرس پارسایی و سلامت هوسم بود ولی شیوه‌ای می‌کند آن نرگس فتان که مپرس گفتم از گوی فلک صورت حالی پرسم گفت آن می‌کشم اندر خم چوگان که مپرس گفتمش زلف به خون که شکستی گفتا حافظ این قصه دراز است به قرآن که مپرس,غزل    ۲۷۱,0
725,5,5,5318,باید تجارب خود را به افراد دیگر منتقل کنیم,و قال ع من نصب نفسه للناس اماما فلیبدا بتعلیم نفسه قبل تعلیم غیره و لیکن تادیبه بسیرته قبل تادیبه بلسانه و معلم نفسه و مؤدبها احق بالاجلال من معلم الناس و مؤدبهم ,73,0
726,872,37,1555,باید در هنگام پیمان بستن دقت کنیم,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,1442,0
